sequence,ax,ay,az,gx,gy,gz
140,-871,1051,528,73,388,2263
141,-674,946,481,13,-6,2328
142,-370,661,397,28,-382,2792
143,-5,480,299,189,-690,3160
144,258,524,260,357,-927,2986
145,460,495,229,434,-1124,2954
146,850,266,170,532,-1269,3505
147,1390,146,112,695,-1320,3865
148,1763,228,81,787,-1268,3513
149,1883,192,43,798,-1124,3090
150,2082,116,0,867,-917,3343
151,2463,136,-39,928,-635,3757
152,2471,346,-20,829,-254,3291
153,2174,377,21,564,161,2432
154,2085,80,16,313,519,2989
155,2275,-237,27,228,815,4213
156,2217,-420,64,202,1062,4080
157,1904,-487,130,95,1088,3514
158,1773,-723,168,-104,817,3731
159,1855,-1043,168,-248,441,3968
160,1914,-1285,154,-297,120,3465
161,2017,-1588,132,-310,-179,3244
162,2175,-1904,86,-244,-467,3752
163,2313,-2010,43,-97,-681,3981
164,2404,-1820,47,5,-804,3576
165,2466,-1561,68,-63,-852,3283
166,2543,-1395,93,-301,-814,3460
167,2662,-1607,114,-645,-655,3787
168,2761,-2094,117,-835,-371,3430
169,2720,-2240,152,-678,-7,2241
170,2572,-2101,185,-412,379,1657
171,2381,-1987,205,-209,738,1995
172,2184,-1923,250,-60,997,2147
173,1996,-1912,332,41,1105,1574
174,1827,-2019,393,84,1057,780
175,1728,-2157,417,96,834,298
176,1731,-2216,431,133,460,-148
177,1814,-2138,450,190,38,-1095
178,1935,-2042,415,207,-341,-2130
179,2118,-2032,351,195,-624,-2674
180,2353,-2091,277,210,-771,-2751
181,2562,-2165,209,296,-771,-2941
182,2704,-2129,170,417,-628,-3388
183,2692,-1930,148,479,-393,-3684
184,2610,-1812,111,459,-131,-3768
185,2561,-1700,61,450,118,-3677
186,2502,-1520,70,462,347,-3566
187,2448,-1305,106,405,531,-3437
188,2438,-1200,129,243,646,-3270
189,2404,-1209,129,65,718,-3371
190,2346,-1222,116,-19,774,-3648
191,2265,-1070,131,-24,803,-3758
192,2142,-824,158,-30,803,-3705
193,2005,-674,174,-60,799,-3750
194,1818,-623,184,-65,801,-4059
195,1714,-583,210,-23,755,-3946
196,1693,-465,245,60,641,-3571
197,1585,-380,252,155,539,-3838
198,1486,-314,255,266,444,-4070
199,1529,-156,248,430,386,-3905
200,1525,126,230,535,415,-4000
201,1169,513,258,469,512,-4456
202,685,693,299,273,562,-4263
203,346,636,323,127,502,-3556
204,31,623,343,118,423,-3264
205,-308,726,400,176,332,-3030
206,-634,915,457,205,176,-2627
207,-980,1132,514,159,-26,-2490
208,-1261,1191,556,54,-258,-2248
209,-1453,1184,594,-12,-469,-1881
210,-1545,1177,638,-18,-584,-1464
211,-1527,1146,675,12,-579,-915
212,-1437,1127,673,80,-483,-286
213,-1305,1105,638,173,-355,454
214,-1117,1074,568,270,-259,1303
215,-873,1021,484,348,-214,2002
216,-693,1019,405,390,-217,2298
217,-562,1032,343,363,-274,2428
218,-373,945,306,277,-371,2737
219,-156,744,255,226,-465,3191
220,50,585,212,254,-554,3321
221,257,527,195,303,-662,3257
222,569,338,156,345,-763,3565
223,963,136,101,444,-798,3941
224,1314,-3,38,564,-812,3930
225,1724,-231,-55,683,-857,3946
226,2109,-240,-129,842,-852,4064
227,2311,-49,-151,904,-722,3858
228,2468,-10,-166,778,-479,3495
229,2657,-170,-180,560,-164,3517
230,2684,-307,-157,363,234,3709
231,2469,-485,-173,230,609,3729
232,2342,-574,-142,167,783,3677
233,2302,-525,-48,70,806,3569
234,2222,-559,37,-132,843,3465
235,2106,-823,102,-365,845,3769
236,2071,-1201,142,-504,735,4065
237,2080,-1513,170,-515,547,3882
238,2090,-1687,185,-439,359,3396
239,2150,-1799,213,-357,216,3405
240,2207,-2001,206,-306,118,3890
241,2266,-2200,182,-238,40,4031
242,2331,-2283,183,-161,-45,3696
243,2402,-2153,218,-111,-124,3044
244,2527,-1980,315,-132,-159,2528
245,2654,-1865,459,-229,-137,2065
246,2704,-1849,560,-349,-44,1369
247,2694,-1947,608,-397,92,648
248,2651,-2013,646,-293,198,199
249,2576,-1959,665,-94,222,-205
250,2534,-1875,687,73,185,-722
251,2529,-1884,679,166,109,-1255
252,2526,-1904,616,236,5,-1821
253,2516,-1886,528,299,-102,-2460
254,2523,-1927,434,318,-196,-2979
255,2512,-2044,310,301,-323,-3101
256,2504,-2035,183,335,-528,-3170
257,2503,-1763,117,394,-727,-3498
258,2502,-1437,82,373,-804,-3858
259,2542,-1192,83,265,-741,-3733
260,2673,-1207,53,102,-595,-3317
261,2773,-1204,1,-44,-398,-3253
262,2715,-1072,-14,-150,-156,-3703
263,2529,-894,-16,-255,118,-4249
264,2375,-830,-27,-357,402,-4318
265,2275,-764,-41,-407,678,-3818
266,1974,-616,-38,-402,899,-3693
267,1634,-461,-17,-428,985,-4216
268,1513,-393,15,-496,929,-4152
269,1458,-416,43,-503,818,-3594
270,1363,-359,55,-418,699,-3621
271,1238,-205,79,-303,572,-3886
272,1138,-11,118,-203,426,-3764
273,1036,162,155,-132,274,-3460
274,939,288,161,-66,104,-3229
275,860,489,163,5,-59,-3345
276,769,782,200,18,-183,-3358
277,623,935,212,-21,-269,-3097
278,393,1041,215,-14,-306,-3008
279,13,1275,282,25,-286,-3029
280,-471,1527,457,-21,-246,-2884
281,-869,1672,661,-206,-214,-2500
282,-1170,1566,802,-457,-148,-2077
283,-1350,1275,877,-630,-8,-1692
284,-1418,1026,889,-637,198,-1162
285,-1396,889,834,-489,429,-347
286,-1310,805,763,-235,624,714
287,-1183,789,693,63,715,1740
288,-1063,897,605,301,629,2297
289,-947,1056,528,378,363,2384
290,-741,1077,456,292,11,2469
291,-431,935,390,167,-304,2717
292,-159,780,341,102,-534,2827
293,39,625,295,115,-681,2830
294,305,495,258,211,-763,3141
295,586,397,245,335,-773,3474
296,866,278,226,440,-763,3556
297,1231,137,164,556,-791,3827
298,1574,125,106,675,-772,3848
299,1757,169,67,714,-681,3534
300,1912,24,7,709,-556,3537
301,2140,-89,-41,755,-405,4013
302,2310,21,-43,772,-194,3767
303,2333,-173,-59,652,64,3380
304,2280,-363,-52,602,254,4147
305,2340,-545,-44,603,375,4711
306,2421,-917,-38,539,414,4782
307,2262,-1142,-31,511,320,4391
308,2002,-1103,0,493,89,4068
309,1970,-1249,-1,384,-143,4116
310,2159,-1741,-33,279,-247,4297
311,2327,-2050,-41,306,-269,4489
312,2433,-2043,-29,375,-257,4401
313,2505,-1851,16,310,-121,3846
314,2521,-1787,88,90,203,3243
315,2483,-1965,118,-173,672,3309
316,2360,-2181,113,-325,1162,3629
317,2197,-2272,155,-311,1556,3320
318,1997,-2275,260,-220,1834,2365
319,1753,-2255,389,-206,1936,1853
320,1507,-2249,516,-258,1764,1914
321,1324,-2109,685,-280,1322,1475
322,1253,-1974,871,-318,694,494
323,1338,-2066,998,-356,-21,-282
324,1568,-2219,988,-289,-734,-764
325,1947,-2220,901,-86,-1341,-1435
326,2415,-2123,769,170,-1721,-2315
327,2839,-1954,628,352,-1804,-3080
328,3137,-1788,472,339,-1610,-3490
329,3285,-1710,292,142,-1232,-3663
330,3312,-1774,184,-138,-749,-3954
331,3183,-1986,110,-370,-264,-4102
332,2915,-2192,41,-401,129,-4082
333,2628,-2176,28,-227,382,-3955
334,2365,-1961,50,-5,468,-3724
335,2151,-1619,70,108,363,-3612
336,2118,-1387,90,53,136,-3620
337,2220,-1369,76,-57,-78,-3764
338,2268,-1213,39,-47,-170,-4290
339,2133,-910,6,9,-120,-4543
340,1999,-638,-18,26,-24,-4208
341,1921,-440,-19,-2,32,-3943
342,1763,-268,-29,-86,36,-4395
343,1620,-43,-30,-214,-48,-4584
344,1647,13,-47,-357,-162,-4320
345,1742,0,-79,-448,-212,-4120
346,1646,115,-88,-471,-222,-4232
347,1397,341,-64,-501,-219,-4660
348,1145,531,-38,-587,-190,-4705
349,935,578,-1,-677,-117,-4193
350,714,553,43,-708,27,-3876
351,398,603,128,-686,216,-3789
352,0,720,232,-663,412,-3522
353,-447,783,349,-649,590,-2927
354,-897,769,470,-613,733,-2282
355,-1354,758,570,-548,804,-1838
356,-1735,810,643,-468,774,-1427
357,-1962,908,674,-393,665,-920
358,-1987,942,675,-329,500,-270
359,-1850,880,643,-255,303,473
360,-1599,771,564,-106,101,1360
361,-1342,729,497,110,-112,2140
362,-1104,765,426,308,-360,2577
363,-837,826,366,422,-634,2863
364,-560,848,303,436,-891,3069
365,-221,727,238,390,-1086,3308
366,125,476,171,381,-1199,3503
367,411,330,122,481,-1243,3511
368,758,285,63,635,-1213,3593
369,1226,222,3,741,-1085,3869
370,1726,67,-77,807,-875,4180
371,2224,-21,-189,890,-618,4163
372,2459,169,-186,928,-285,3762
373,2348,301,-162,813,145,3306
374,2379,108,-194,655,493,3793
375,2524,-76,-199,571,730,4418
376,2322,-54,-119,453,917,4058
377,1914,-125,-41,233,935,3888
378,1902,-557,6,23,742,4385
379,2126,-920,46,-70,458,4830
380,2075,-966,126,-134,181,4221
381,1969,-1210,127,-276,-97,3682
382,2070,-1672,70,-320,-378,4199
383,2288,-1896,64,-225,-586,4486
384,2503,-1938,118,-139,-595,3708
385,2638,-2087,127,-78,-315,2895
386,2696,-2426,62,29,136,3328
387,2649,-2568,1,247,544,4192
388,2575,-2300,57,441,843,3861
389,2485,-1890,224,380,1110,2593
390,2337,-1712,389,55,1361,1740
391,2140,-1814,463,-328,1467,1815
392,1956,-2053,546,-498,1327,1675
393,1860,-2082,701,-406,929,763
394,1860,-2006,827,-241,388,-364
395,1957,-1938,845,-137,-168,-1036
396,2152,-1869,759,-28,-677,-1438
397,2427,-1793,658,115,-1072,-2089
398,2747,-1789,542,252,-1288,-2770
399,3044,-1762,399,372,-1290,-3279
400,3246,-1587,272,408,-1106,-3641
401,3331,-1398,173,287,-806,-3830
402,3306,-1348,94,36,-447,-4036
403,3188,-1408,53,-201,-86,-4208
404,3059,-1552,15,-307,208,-4054
405,2935,-1679,-25,-242,390,-3868
406,2731,-1431,-22,-88,469,-4048
407,2494,-1021,19,-84,445,-4246
408,2355,-895,29,-248,335,-4208
409,2304,-943,6,-340,203,-4198
410,2201,-809,-9,-280,137,-4460
411,2017,-480,-17,-209,146,-4572
412,1875,-245,-13,-233,206,-4282
413,1714,-217,-9,-306,293,-3935
414,1606,-259,6,-329,342,-3846
415,1541,-187,18,-284,346,-3917
416,1559,-30,49,-232,327,-3840
417,1507,127,95,-219,325,-3663
418,1282,273,131,-235,337,-3742
419,961,393,162,-248,331,-3843
420,605,482,197,-241,320,-3688
421,311,560,239,-193,316,-3442
422,-2,730,312,-125,308,-3244
423,-368,919,394,-97,308,-3005
424,-730,1004,478,-118,302,-2533
425,-1039,1000,552,-149,278,-2112
426,-1349,982,593,-149,239,-1863
427,-1606,1059,640,-137,196,-1648
428,-1760,1121,661,-156,172,-1262
429,-1781,1064,647,-183,160,-605
430,-1649,903,594,-123,146,261
431,-1442,783,514,95,131,1262
432,-1237,863,445,369,67,2073
433,-1054,1048,393,510,-89,2428
434,-875,1111,341,463,-311,2526
435,-649,1003,283,360,-526,2813
436,-352,770,221,323,-700,3273
437,-24,569,160,377,-832,3437
438,247,489,110,469,-916,3389
439,453,483,72,555,-939,3515
440,696,380,40,606,-891,3857
441,1066,124,7,644,-806,4277
442,1536,-178,-48,733,-697,4679
443,1822,-294,-78,871,-530,4581
444,1911,-309,-110,994,-331,4347
445,2226,-443,-184,1086,-149,4859
446,2584,-459,-201,1090,16,5545
447,2641,-339,-145,910,212,5089
448,2436,-442,-97,601,465,4020
449,2307,-831,-97,365,698,3934
450,2249,-1243,-74,329,832,4938
451,2196,-1582,-14,390,847,5513
452,2096,-1805,21,443,723,5073
453,2068,-1757,81,437,479,4278
454,2155,-1766,124,267,324,3800
455,2227,-2090,94,-24,352,4023
456,2273,-2445,38,-235,455,4455
457,2258,-2504,40,-297,584,4175
458,2219,-2339,99,-370,768,3476
459,2222,-2316,192,-534,993,3200
460,2192,-2289,298,-668,1199,3110
461,2041,-2243,421,-708,1315,2489
462,1848,-2385,526,-721,1290,1757
463,1708,-2491,633,-602,1080,1099
464,1650,-2465,755,-340,680,647
465,1705,-2429,828,-110,154,371
466,1886,-2316,815,10,-399,-408
467,2167,-2139,741,74,-879,-1839
468,2478,-1993,640,115,-1183,-3098
469,2815,-2033,503,122,-1260,-3483
470,3143,-2136,344,120,-1123,-3317
471,3361,-2199,211,146,-830,-3760
472,3419,-2095,150,151,-456,-4880
473,3322,-1873,88,11,-71,-5319
474,3198,-1773,8,-229,251,-4864
475,3055,-1834,-21,-410,469,-4553
476,2880,-1885,6,-441,571,-4545
477,2714,-1860,31,-310,584,-4680
478,2530,-1616,66,-118,534,-4639
479,2312,-1226,83,3,399,-4532
480,2163,-800,84,-28,228,-4769
481,2074,-604,72,-199,115,-5056
482,1961,-680,39,-316,39,-5169
483,1894,-669,5,-210,1,-4926
484,1794,-366,6,-30,10,-4389
485,1752,-152,-23,-11,20,-4547
486,1628,108,-24,-146,-32,-4999
487,1460,219,-41,-349,-102,-5128
488,1335,188,-52,-497,-125,-4932
489,1213,170,-52,-542,-82,-4889
490,1030,324,-29,-557,-18,-5035
491,684,622,33,-668,79,-5343
492,293,742,104,-917,227,-5292
493,-93,544,177,-1161,432,-4592
494,-531,221,262,-1212,705,-3770
495,-1052,-32,349,-1044,1019,-3072
496,-1706,60,436,-816,1289,-2667
497,-2332,403,499,-734,1412,-2281
498,-2462,330,492,-803,1388,-1510
