sequence,ax,ay,az,gx,gy,gz
91,-625,364,359,286,-379,1175
92,-487,419,338,277,-413,978
93,-302,475,339,244,-437,715
94,-121,478,323,184,-447,556
95,14,446,269,109,-438,508
96,118,397,217,45,-406,365
97,124,350,172,8,-333,60
98,74,340,145,-5,-228,-329
99,47,364,140,-13,-100,-664
100,-16,379,152,-32,46,-874
101,-161,368,165,-55,205,-1011
102,-366,322,167,-66,363,-1132
103,-615,273,148,-66,496,-1253
104,-841,243,135,-66,575,-1404
105,-1046,216,151,-74,597,-1678
106,-1284,195,153,-99,582,-1953
107,-1467,217,171,-148,548,-2102
108,-1563,201,240,-224,511,-2195
109,-1747,170,262,-311,497,-2190
110,-1944,165,293,-407,499,-2116
111,-2010,110,435,-495,523,-2251
112,-2222,32,484,-540,599,-2497
113,-2469,34,486,-544,704,-2508
114,-2557,8,608,-524,763,-2475
115,-2702,-89,698,-473,773,-2387
116,-2913,-162,739,-389,781,-2122
117,-3096,-150,759,-260,789,-1967
118,-3153,-78,791,-117,754,-2041
119,-3153,-46,810,5,678,-2076
120,-3137,2,805,118,652,-1995
121,-3262,74,754,265,696,-2030
122,-3341,175,707,426,740,-1930
123,-3314,230,716,534,758,-1664
124,-3304,272,700,564,730,-1396
125,-3374,301,648,529,651,-1341
126,-3456,323,563,464,514,-1399
127,-3399,301,514,384,322,-1301
128,-3247,256,456,282,100,-992
129,-3084,273,356,152,-132,-733
130,-2822,242,322,-17,-323,-862
131,-2595,126,315,-216,-415,-1053
132,-2478,-51,277,-419,-413,-910
133,-2500,-128,248,-559,-361,-683
134,-2550,-30,217,-584,-314,-836
135,-2539,63,233,-529,-313,-1221
136,-2568,121,238,-437,-343,-1153
137,-2635,226,221,-287,-337,-717
138,-2677,361,252,-62,-243,-438
139,-2740,490,275,185,-92,-240
140,-2794,609,249,376,53,171
141,-2794,676,232,462,147,732
142,-2792,683,247,430,191,1210
143,-2879,661,258,298,212,1497
144,-2982,615,299,121,240,1543
145,-3152,548,322,-40,279,1389
146,-3346,452,327,-164,290,1381
147,-3490,312,357,-240,256,1705
148,-3543,136,388,-256,196,2181
149,-3604,-4,359,-217,93,2467
150,-3655,-50,342,-145,-52,2388
151,-3534,-51,375,-63,-186,2034
152,-3375,-51,396,14,-278,1778
153,-3215,-22,400,81,-332,1999
154,-3041,12,416,123,-366,2347
155,-2927,38,407,127,-386,2476
156,-2848,63,385,90,-390,2435
157,-2741,91,388,29,-375,2275
158,-2663,108,389,-37,-344,2077
159,-2591,117,387,-103,-327,2003
160,-2505,99,420,-167,-351,1994
161,-2431,30,442,-216,-404,2008
162,-2362,-33,444,-231,-471,2000
163,-2251,-44,430,-200,-547,1900
164,-2059,-32,429,-153,-622,1751
165,-1878,-26,432,-111,-675,1650
166,-1721,-48,427,-81,-696,1622
167,-1560,-78,407,-59,-703,1588
168,-1376,-74,365,-45,-727,1453
169,-1217,-34,315,-33,-779,1156
170,-1044,44,289,-11,-831,797
171,-801,135,316,31,-858,475
172,-590,219,344,92,-847,275
173,-407,282,350,158,-791,238
174,-252,304,342,218,-702,276
175,-153,285,301,264,-598,330
176,-89,264,247,292,-499,356
177,-31,262,228,299,-397,302
178,-17,284,219,292,-275,75
179,-32,320,214,273,-129,-282
180,-97,358,202,230,38,-588
181,-213,360,192,169,212,-752
182,-355,335,198,110,376,-888
183,-547,278,209,60,518,-1098
184,-798,217,208,14,639,-1328
185,-1047,202,191,-33,723,-1554
186,-1236,203,196,-95,750,-1865
187,-1470,168,210,-179,734,-2126
188,-1762,86,229,-280,693,-2113
189,-1949,-4,294,-385,622,-1979
190,-2124,-93,358,-474,525,-2008
191,-2283,-149,412,-534,434,-2187
192,-2415,-199,442,-555,349,-2348
193,-2610,-239,413,-552,263,-2268
194,-2725,-230,433,-542,187,-2056
195,-2665,-214,541,-512,136,-2131
196,-2680,-230,619,-477,146,-2392
197,-2826,-204,628,-470,218,-2350
198,-2911,-142,662,-483,300,-2116
199,-2914,-142,760,-492,350,-2083
200,-3032,-249,822,-492,396,-2108
201,-3205,-337,794,-476,464,-1946
202,-3280,-344,757,-426,516,-1840
203,-3261,-310,750,-353,512,-1892
204,-3173,-279,759,-295,436,-1831
205,-3101,-246,711,-262,318,-1604
206,-2983,-214,693,-252,207,-1430
207,-2953,-124,665,-256,116,-1306
208,-2904,-9,660,-284,24,-1129
209,-2837,51,691,-361,-60,-961
210,-2879,67,664,-464,-122,-815
211,-3023,82,615,-541,-159,-751
212,-3157,162,615,-540,-165,-799
213,-3121,325,715,-412,-97,-1027
214,-3005,434,794,-162,68,-1179
215,-2916,546,871,151,278,-932
216,-2811,589,755,442,406,-348
217,-2880,545,483,590,369,550
218,-2877,492,329,567,199,1487
219,-2827,461,283,432,-5,1810
220,-2858,460,274,222,-149,1558
221,-2925,493,302,-42,-216,1215
222,-2944,458,367,-347,-235,1163
223,-2984,333,477,-635,-212,1340
224,-3179,167,543,-808,-181,1407
225,-3430,2,594,-842,-198,1359
226,-3611,-162,638,-767,-267,1492
227,-3663,-297,630,-592,-368,1886
228,-3569,-418,613,-357,-492,2237
229,-3444,-497,615,-117,-602,2376
230,-3333,-496,607,108,-664,2365
231,-3174,-459,585,295,-662,2341
232,-3006,-418,589,416,-606,2397
233,-2885,-390,609,468,-510,2522
234,-2851,-362,586,465,-410,2604
235,-2818,-358,543,417,-346,2511
236,-2760,-358,503,365,-346,2254
237,-2606,-341,490,346,-402,1972
238,-2476,-284,483,366,-469,1805
239,-2333,-170,466,393,-525,1799
240,-2110,-31,424,387,-594,1812
241,-1893,53,381,326,-672,1820
242,-1712,79,345,225,-731,1910
243,-1517,89,333,118,-760,1963
244,-1367,112,336,52,-743,1835
245,-1251,154,343,25,-688,1586
246,-1107,185,369,6,-620,1367
247,-937,192,407,-41,-560,1309
248,-831,179,409,-102,-525,1309
249,-744,152,384,-135,-501,1141
250,-611,141,391,-129,-457,761
251,-443,161,409,-103,-383,364
252,-269,161,420,-73,-301,100
253,-182,121,410,-32,-227,-20
254,-167,105,338,23,-153,-17
255,-90,102,294,73,-73,-11
256,32,91,316,114,41,-138
257,23,60,298,165,193,-361
258,-131,26,229,230,358,-598
259,-302,17,189,293,508,-772
260,-436,30,186,331,628,-900
261,-547,11,220,338,718,-1012
262,-742,-27,239,338,776,-1162
263,-1007,-53,232,343,794,-1414
264,-1334,-66,207,321,785,-1640
265,-1707,-22,187,273,744,-1708
266,-1969,15,232,209,659,-1750
267,-2204,1,295,128,570,-1798
268,-2448,42,334,30,498,-1814
269,-2660,95,418,-83,422,-1925
270,-2916,138,492,-211,343,-2029
271,-3114,130,509,-347,278,-2201
272,-3183,108,538,-474,250,-2569
273,-3194,142,595,-558,254,-3069
274,-3166,142,640,-589,244,-3191
275,-3162,131,683,-583,217,-2720
276,-3209,161,750,-522,234,-2281
277,-3248,235,775,-396,310,-2316
278,-3207,269,820,-267,398,-2427
279,-3223,214,893,-183,468,-2109
280,-3360,85,804,-123,483,-1472
281,-3395,-19,672,-60,438,-1045
282,-3195,-34,647,-5,366,-1240
283,-2944,-40,665,5,269,-1662
284,-2868,-59,594,-42,147,-1536
285,-2811,-46,509,-81,52,-1079
286,-2720,48,486,-79,13,-927
287,-2590,200,517,-99,-14,-1021
288,-2518,271,543,-197,-84,-993
289,-2580,289,502,-325,-166,-734
290,-2676,312,466,-380,-163,-801
291,-2740,352,506,-315,-29,-1054
292,-2766,362,549,-167,170,-811
293,-2855,360,548,17,317,-115
294,-2938,346,473,192,306,570
295,-2945,350,413,291,148,1054
296,-2909,392,402,286,-29,1251
297,-2842,433,442,184,-115,1198
298,-2777,416,499,14,-110,1161
299,-2843,366,521,-172,-63,1281
300,-3039,293,542,-311,-14,1352
301,-3270,179,558,-381,-15,1376
302,-3420,44,569,-394,-99,1622
303,-3460,-84,580,-367,-244,1983
304,-3420,-177,570,-309,-397,2139
305,-3352,-233,574,-242,-510,2046
306,-3276,-256,581,-176,-561,1946
307,-3163,-261,606,-105,-571,1942
308,-3074,-283,606,-16,-562,2003
309,-3034,-276,582,81,-558,2106
310,-3047,-261,552,177,-588,2152
311,-3014,-245,513,264,-658,2222
312,-2907,-213,500,323,-734,2269
313,-2775,-177,504,363,-774,2255
314,-2600,-97,486,412,-778,2149
315,-2337,11,495,446,-774,1845
316,-2122,73,538,432,-758,1586
317,-2078,139,521,400,-715,1613
318,-2005,142,488,367,-659,1691
319,-1818,42,485,311,-628,1805
320,-1703,-77,416,234,-660,1998
321,-1599,-140,332,169,-758,1947
322,-1386,-104,314,138,-872,1448
323,-1126,-19,328,112,-939,894
324,-868,56,346,66,-947,662
325,-662,113,365,9,-914,629
326,-509,127,357,-43,-857,592
327,-384,99,340,-73,-783,499
328,-289,77,317,-76,-692,339
329,-196,77,285,-61,-580,177
330,-62,88,260,-40,-447,44
331,73,84,245,-22,-280,-75
332,114,72,226,-5,-82,-183
333,63,70,189,17,133,-336
334,-35,76,166,30,358,-572
335,-148,85,156,22,583,-784
336,-293,85,145,-3,792,-948
337,-524,39,135,-31,976,-1094
338,-826,-32,118,-59,1127,-1193
339,-1182,-92,126,-87,1237,-1299
340,-1483,-132,175,-113,1283,-1499
341,-1802,-196,223,-148,1271,-1678
342,-2126,-236,246,-201,1220,-1684
343,-2333,-267,315,-251,1139,-1738
344,-2540,-308,347,-279,1022,-1986
345,-2750,-340,350,-307,872,-2140
346,-2848,-381,449,-336,744,-2207
347,-2938,-405,535,-324,681,-2342
348,-3061,-342,519,-278,637,-2478
349,-3066,-266,540,-250,539,-2516
350,-2986,-223,668,-262,407,-2363
351,-3055,-160,728,-256,351,-2209
352,-3190,-101,751,-205,397,-2215
353,-3237,-17,771,-134,471,-2189
354,-3259,51,793,-93,508,-1990
355,-3258,111,828,-68,509,-1744
356,-3201,107,825,-27,535,-1751
357,-3173,44,803,3,617,-1734
358,-3246,-23,727,32,662,-1489
359,-3326,-61,637,87,600,-1209
360,-3313,-83,583,174,440,-1107
361,-3203,-73,559,256,232,-1036
362,-3114,2,510,305,48,-996
363,-2997,83,477,354,-36,-1104
364,-2862,165,433,428,-2,-1078
365,-2746,279,395,504,135,-889
366,-2668,460,430,597,334,-806
367,-2580,527,411,686,484,-576
368,-2649,538,228,698,479,226
369,-2654,547,149,613,326,1028
370,-2627,536,134,463,147,1168
371,-2725,554,144,258,26,946
372,-2839,582,193,0,-38,840
373,-2949,559,244,-249,-58,866
374,-3168,480,238,-427,-43,1001
375,-3382,360,245,-515,0,1305
376,-3581,254,219,-510,40,1589
377,-3703,144,217,-441,26,1763
378,-3695,39,256,-336,-56,1888
379,-3679,-12,300,-212,-163,1986
380,-3661,-14,321,-100,-273,2088
381,-3579,-14,327,-16,-379,2194
382,-3449,-23,329,26,-463,2333
383,-3300,-59,335,27,-507,2443
384,-3201,-128,340,6,-504,2477
385,-3126,-173,335,-24,-475,2467
386,-3002,-221,345,-48,-454,2403
387,-2903,-259,343,-45,-449,2391
388,-2736,-291,385,10,-450,2404
389,-2600,-273,420,114,-437,2316
390,-2508,-171,408,214,-438,2210
391,-2358,-64,437,268,-476,2168
392,-2243,4,447,292,-539,2221
393,-2178,82,415,307,-624,2329
394,-1984,172,412,310,-735,2241
395,-1792,246,384,314,-834,1957
396,-1643,357,332,301,-874,1862
397,-1418,442,352,241,-868,1941
398,-1219,477,359,140,-850,1986
399,-1054,424,329,10,-837,1896
400,-885,314,333,-118,-805,1732
401,-735,250,359,-177,-735,1404
402,-641,237,363,-149,-644,941
403,-542,261,350,-92,-570,701
404,-414,275,329,-53,-520,720
405,-278,272,278,-51,-495,761
406,-98,267,256,-94,-485,632
407,94,258,283,-171,-469,275
408,205,260,287,-245,-423,-218
409,236,268,267,-313,-335,-597
410,219,241,252,-375,-215,-757
411,128,163,232,-409,-79,-830
412,30,57,214,-399,56,-916
413,-113,-37,214,-334,198,-1080
414,-320,-93,210,-228,352,-1307
415,-496,-111,238,-135,495,-1424
416,-655,-117,295,-74,615,-1484
417,-863,-136,330,-25,715,-1632
418,-1150,-178,352,16,800,-1857
419,-1547,-196,377,55,865,-2018
420,-1941,-122,367,90,885,-2070
421,-2097,-52,445,93,849,-2234
422,-2275,-34,498,64,782,-2490
423,-2612,22,457,-4,703,-2485
424,-2787,124,472,-100,574,-2419
425,-2812,159,566,-206,406,-2562
426,-2919,140,588,-326,278,-2567
427,-3040,130,600,-433,238,-2514
428,-3037,148,665,-481,264,-2737
429,-2984,130,736,-477,302,-2960
430,-3158,157,738,-449,358,-2695
431,-3259,308,777,-416,464,-2270
432,-3211,195,896,-375,597,-2240
433,-3490,-101,819,-319,700,-2016
434,-3669,-165,743,-241,728,-1548
435,-3520,-135,800,-105,692,-1832
436,-3408,-185,791,68,612,-2187
437,-3343,-209,695,211,522,-1613
438,-3198,-224,634,308,450,-902
439,-2990,-282,572,348,378,-768
440,-2875,-320,510,322,268,-942
441,-2831,-274,469,254,128,-1025
442,-2724,-173,437,182,-2,-1035
443,-2595,-113,383,75,-112,-874
444,-2534,-21,330,-61,-207,-690
445,-2566,103,281,-178,-254,-913
446,-2602,189,258,-246,-250,-1240
447,-2536,269,281,-254,-186,-1220
448,-2461,341,331,-199,-20,-980
449,-2406,391,422,-100,247,-678
450,-2509,309,325,15,459,-211
451,-2723,204,186,82,501,627
452,-2817,163,174,106,415,1253
453,-2864,193,173,89,282,1285
454,-2862,281,177,-18,166,1150
455,-2853,333,241,-207,107,1024
456,-2976,277,293,-425,99,1013
457,-3163,170,327,-627,115,1221
458,-3337,20,370,-748,104,1393
459,-3485,-67,425,-734,15,1379
460,-3618,-44,434,-585,-154,1245
461,-3620,-115,483,-387,-338,1426
462,-3587,-229,505,-196,-474,2141
463,-3539,-321,476,-39,-559,2801
464,-3433,-412,458,65,-586,2862
465,-3324,-411,453,106,-543,2534
466,-3177,-361,472,79,-464,2232
467,-3098,-373,451,22,-410,2164
468,-3047,-454,440,-11,-396,2340
469,-2991,-552,423,22,-424,2443
470,-2879,-590,405,105,-494,2339
471,-2717,-569,405,210,-578,2135
472,-2538,-474,395,324,-651,1939
473,-2324,-339,388,422,-707,1803
474,-2118,-215,365,487,-737,1801
475,-1967,-77,324,513,-739,1847
476,-1822,86,284,501,-729,1710
477,-1680,191,290,460,-705,1434
478,-1588,298,289,399,-674,1361
479,-1439,398,292,308,-667,1426
480,-1270,404,334,188,-674,1442
481,-1213,364,314,75,-662,1525
482,-1100,302,298,-15,-652,1573
483,-927,242,302,-82,-678,1400
484,-751,204,291,-135,-719,1118
485,-578,172,283,-179,-739,839
486,-414,157,265,-215,-723,634
487,-231,128,278,-242,-674,446
488,-109,55,284,-248,-589,229
489,-92,-19,243,-230,-474,114
490,-76,-71,222,-195,-337,29
491,-75,-87,201,-137,-164,-251
492,-81,-55,201,-75,41,-676
493,-134,-9,209,-36,254,-1021
494,-220,-1,224,-37,443,-1172
495,-379,-31,206,-64,603,-1163
496,-557,-78,207,-93,747,-1172
497,-804,-120,209,-111,867,-1386
498,-1098,-113,208,-138,934,-1692
