sequence,ax,ay,az,gx,gy,gz
63,929,2862,-918,-562,-15,63
64,1031,3069,-1014,-413,-116,44
65,1083,3159,-1071,-272,-180,-65
66,1052,3132,-1053,-132,-187,-219
67,1003,3057,-951,35,-155,-233
68,962,2935,-805,192,-77,-96
69,901,2814,-681,312,31,55
70,858,2763,-591,425,110,195
71,834,2781,-518,513,151,337
72,725,2675,-484,573,151,436
73,603,2418,-480,668,58,620
74,602,2181,-489,828,-122,967
75,702,2099,-497,995,-323,1322
76,881,2138,-534,1079,-500,1520
77,1075,2178,-579,1022,-612,1507
78,1185,2097,-615,819,-624,1189
79,1216,1996,-620,564,-546,636
80,1218,1936,-595,303,-412,250
81,1181,1824,-567,47,-260,93
82,1087,1630,-548,-164,-118,-62
83,955,1384,-552,-276,-8,-168
84,871,1209,-540,-258,52,-92
85,870,1144,-536,-140,85,70
86,914,1184,-521,-2,155,106
87,934,1241,-499,58,308,28
88,898,1230,-494,45,502,97
89,832,1202,-501,24,698,273
90,765,1202,-506,20,873,349
91,706,1250,-489,-4,998,329
92,633,1256,-447,-79,1065,271
93,522,1157,-403,-179,1086,303
94,406,1054,-383,-268,1073,212
95,308,977,-333,-330,1005,-53
96,213,885,-276,-357,858,-313
97,136,827,-242,-335,674,-553
98,71,837,-250,-296,516,-782
99,8,846,-242,-259,375,-823
100,-28,827,-202,-218,214,-590
101,-39,807,-164,-157,46,-375
102,-68,745,-195,-67,-122,-315
103,-81,678,-256,81,-309,-310
104,-36,698,-298,288,-513,-248
105,89,846,-359,488,-695,-146
106,227,1080,-422,587,-804,-45
107,373,1265,-486,536,-810,36
108,469,1309,-547,415,-755,60
109,455,1205,-575,360,-717,-93
110,417,1166,-506,374,-674,-263
111,426,1211,-513,362,-574,-231
112,494,1289,-640,396,-504,12
113,640,1482,-715,482,-492,229
114,780,1780,-634,432,-408,268
115,796,1879,-565,176,-232,172
116,724,1668,-690,-46,-123,97
117,779,1627,-801,-36,-152,167
118,978,1889,-776,16,-184,193
119,1113,2170,-694,-106,-90,-15
120,1109,2203,-606,-367,67,-138
121,1013,2036,-515,-584,159,-209
122,900,1848,-443,-678,180,-397
123,834,1831,-386,-670,183,-517
124,814,1956,-351,-639,207,-472
125,848,2126,-352,-642,252,-266
126,909,2334,-332,-699,305,-193
127,892,2423,-306,-835,359,-295
128,769,2330,-295,-949,370,-338
129,646,2241,-292,-917,284,-193
130,642,2321,-320,-759,95,53
131,775,2567,-434,-584,-144,156
132,968,2891,-596,-498,-355,200
133,1124,3115,-796,-528,-509,211
134,1191,3097,-996,-580,-626,91
135,1204,2896,-1187,-502,-728,-43
136,1281,2825,-1297,-242,-789,-92
137,1383,2966,-1249,81,-735,-136
138,1410,3076,-1129,281,-521,-193
139,1354,3095,-985,336,-197,-219
140,1220,2942,-882,313,146,-215
141,1037,2734,-808,302,429,-197
142,812,2532,-699,341,586,-159
143,599,2399,-575,436,587,-70
144,515,2332,-500,559,449,161
145,557,2280,-491,658,247,433
146,693,2296,-498,698,50,473
147,845,2384,-492,633,-88,282
148,948,2435,-481,473,-156,121
149,973,2350,-446,246,-155,82
150,918,2128,-415,1,-100,-23
151,823,1866,-380,-178,-32,-123
152,731,1634,-310,-257,12,-142
153,674,1445,-222,-247,30,-132
154,651,1361,-171,-187,59,-112
155,631,1326,-173,-124,126,-52
156,604,1338,-188,-66,217,127
157,604,1382,-182,-39,310,373
158,624,1400,-159,-60,382,452
159,624,1354,-157,-113,422,315
160,551,1250,-196,-175,463,53
161,475,1190,-218,-209,502,-27
162,414,1127,-206,-196,492,132
163,353,1084,-187,-188,452,98
164,275,1101,-204,-203,399,-151
165,233,1147,-218,-205,313,-225
166,240,1194,-202,-213,215,-67
167,231,1175,-184,-278,175,-53
168,102,1058,-156,-420,215,-223
169,-122,813,-158,-537,228,-208
170,-312,522,-188,-468,81,28
171,-320,416,-247,-190,-202,133
172,-149,607,-308,167,-496,-36
173,88,901,-340,404,-663,-225
174,231,1017,-352,423,-634,-191
175,256,974,-382,351,-512,-101
176,228,895,-356,334,-433,-268
177,197,840,-374,370,-389,-452
178,219,889,-426,498,-373,-321
179,281,1058,-470,665,-388,-104
180,388,1365,-401,695,-363,-65
181,444,1575,-306,514,-261,-176
182,435,1533,-323,247,-133,-287
183,404,1390,-457,112,-58,-290
184,449,1543,-551,177,-64,-229
185,611,2021,-518,226,-77,-169
186,756,2305,-463,82,-35,-23
187,781,2308,-438,-194,35,80
188,720,2313,-417,-462,108,-162
189,671,2299,-393,-636,132,-259
190,672,2195,-361,-710,96,-147
191,710,2217,-328,-723,54,-267
192,758,2397,-277,-769,80,-551
193,754,2542,-230,-909,213,-661
194,659,2541,-195,-1029,374,-557
195,514,2400,-176,-1025,476,-337
196,408,2258,-173,-902,492,-70
197,386,2271,-191,-730,424,118
198,451,2464,-221,-568,284,225
199,594,2755,-244,-479,130,283
200,727,2957,-263,-526,32,220
201,733,2901,-308,-649,-2,108
202,727,2872,-356,-668,-34,53
203,800,3018,-373,-527,-95,99
204,874,3093,-433,-360,-130,218
205,936,3122,-498,-177,-139,199
206,971,3083,-480,39,-132,60
207,916,2952,-443,263,-84,-18
208,817,2864,-416,492,-24,42
209,759,2875,-432,677,16,181
210,742,2902,-424,781,31,166
211,665,2793,-382,790,43,55
212,579,2661,-320,778,33,66
213,531,2570,-267,756,-11,148
214,513,2504,-239,715,-88,154
215,478,2378,-238,653,-190,82
216,500,2273,-264,600,-293,128
217,589,2203,-261,550,-356,379
218,666,2161,-201,437,-346,437
219,649,2058,-138,240,-277,196
220,594,1860,-133,59,-215,62
221,584,1647,-144,8,-198,111
222,619,1475,-148,66,-178,156
223,637,1391,-178,180,-118,161
224,673,1498,-183,299,-16,180
225,681,1666,-151,356,112,264
226,655,1724,-147,322,233,459
227,622,1655,-156,228,340,524
228,580,1566,-187,134,428,445
229,507,1510,-178,85,472,390
230,411,1399,-180,54,464,331
231,353,1349,-193,26,432,162
232,343,1346,-199,-3,397,89
233,359,1345,-218,-37,356,188
234,332,1366,-265,-72,326,-7
235,239,1330,-308,-115,333,-340
236,110,1221,-327,-187,373,-267
237,-51,1024,-302,-257,385,84
238,-226,813,-270,-304,326,175
239,-367,636,-274,-277,158,-20
240,-418,557,-320,-138,-101,-68
241,-329,596,-323,50,-381,102
242,-164,676,-307,197,-598,153
243,1,754,-270,261,-711,59
244,122,750,-354,243,-718,-61
245,214,703,-403,257,-675,-100
246,259,712,-332,305,-580,-103
247,259,725,-254,330,-445,-109
248,248,668,-356,377,-346,-128
249,300,714,-547,558,-336,-135
250,471,1125,-532,760,-342,-26
251,675,1576,-457,724,-244,46
252,773,1707,-540,479,-60,123
253,773,1765,-598,273,93,199
254,865,1946,-543,132,158,200
255,976,2047,-556,-50,188,107
256,1009,2039,-641,-218,217,-21
257,1027,2140,-630,-318,242,-80
258,1047,2307,-545,-410,277,-146
259,1017,2393,-483,-485,309,-110
260,969,2416,-421,-531,321,60
261,961,2427,-363,-582,323,170
262,941,2399,-351,-649,330,17
263,888,2443,-379,-678,322,-251
264,858,2574,-392,-639,266,-152
265,833,2583,-390,-594,188,195
266,817,2510,-432,-548,106,275
267,822,2576,-486,-456,-6,175
268,852,2730,-576,-359,-148,128
269,938,2918,-702,-258,-311,165
270,1054,3024,-809,-167,-449,298
271,1164,2955,-913,-68,-526,343
272,1270,2889,-971,97,-541,147
273,1330,2886,-980,251,-464,45
274,1292,2805,-932,326,-309,98
275,1131,2631,-929,363,-161,49
276,1016,2536,-902,443,-117,31
277,1016,2525,-836,524,-144,82
278,1027,2517,-789,547,-180,27
279,1015,2470,-778,528,-213,-135
280,994,2450,-767,506,-250,-254
281,971,2478,-729,455,-265,-232
282,916,2442,-737,318,-246,-141
283,891,2357,-766,176,-229,-141
284,924,2327,-737,78,-222,-298
285,940,2291,-727,-33,-174,-529
286,876,2244,-668,-191,-60,-688
287,723,2104,-518,-405,78,-643
288,561,1840,-392,-597,178,-412
289,483,1533,-336,-653,221,-209
290,493,1398,-294,-513,229,-74
291,531,1441,-270,-291,258,46
292,589,1559,-230,-149,355,236
293,613,1616,-188,-117,495,383
294,561,1626,-143,-167,654,326
295,456,1594,-98,-263,802,227
296,354,1432,-98,-340,875,452
297,273,1235,-104,-297,843,708
298,224,1114,-144,-147,713,670
299,257,1228,-161,14,530,489
300,333,1442,-178,31,389,431
301,403,1551,-172,-147,324,498
302,402,1446,-152,-427,303,354
303,363,1177,-196,-631,289,-37
304,296,984,-148,-640,294,-311
305,142,799,-52,-560,369,-374
306,-88,630,-79,-433,462,-285
307,-251,605,-197,-187,440,-13
308,-253,808,-188,96,256,315
309,-156,1054,-100,210,24,332
310,-109,1084,-55,153,-161,96
311,-140,891,-112,109,-326,4
312,-74,807,-223,205,-512,130
313,76,932,-199,370,-680,235
314,166,1070,-102,400,-739,194
315,161,984,-63,325,-741,236
316,174,808,-176,365,-818,219
317,292,855,-373,605,-965,-48
318,515,1221,-439,834,-1018,-108
319,755,1616,-374,784,-870,313
320,862,1662,-420,527,-644,596
321,873,1548,-470,328,-468,313
322,867,1543,-445,256,-316,-54
323,845,1543,-481,243,-171,-51
324,846,1582,-675,274,-59,193
325,943,1881,-698,320,-8,430
326,1040,2225,-558,189,72,386
327,1012,2252,-406,-150,185,251
328,875,2005,-316,-459,228,75
329,779,1728,-301,-559,152,-114
330,832,1624,-359,-452,5,-15
331,1006,1911,-376,-290,-92,204
332,1188,2385,-329,-284,-72,193
333,1296,2572,-304,-452,21,222
334,1290,2407,-277,-635,101,318
335,1261,2196,-258,-693,121,37
336,1280,2204,-237,-588,85,-365
337,1375,2412,-222,-385,41,-444
338,1454,2631,-230,-216,50,-345
339,1456,2737,-298,-157,129,-279
340,1384,2659,-421,-132,225,-241
341,1324,2543,-549,-22,287,-182
342,1267,2489,-674,168,319,-115
343,1192,2488,-773,364,304,-145
344,1052,2412,-889,507,242,-260
345,969,2393,-1024,664,115,-150
346,1020,2559,-1121,839,-63,233
347,1136,2729,-1178,873,-213,474
348,1173,2761,-1150,745,-305,122
349,1138,2730,-1074,560,-358,-350
350,1063,2607,-1019,405,-406,-327
351,1015,2463,-966,350,-468,-162
352,1007,2409,-919,403,-540,-188
353,1017,2409,-874,513,-587,-227
354,1032,2447,-816,586,-577,-192
355,1032,2470,-743,548,-504,-225
356,990,2362,-694,443,-395,-254
357,931,2198,-691,358,-265,-215
358,868,2047,-676,326,-120,-96
359,797,1890,-657,320,20,-9
360,727,1731,-669,320,146,-8
361,663,1663,-683,325,275,-102
362,624,1660,-693,308,408,-70
363,597,1640,-670,247,522,148
364,565,1583,-639,138,614,230
365,471,1435,-635,-3,680,47
366,358,1261,-645,-99,701,-63
367,316,1199,-610,-118,665,136
368,333,1229,-573,-144,611,287
369,338,1255,-545,-237,558,184
370,353,1285,-455,-427,528,-63
371,313,1226,-371,-688,548,-427
372,161,929,-308,-888,557,-552
373,-63,529,-199,-913,487,-482
374,-207,277,-145,-784,353,-477
375,-244,255,-146,-589,192,-523
376,-250,359,-162,-394,47,-595
377,-227,485,-160,-230,-79,-412
378,-193,569,-287,-93,-228,-81
379,-112,686,-440,71,-423,-60
380,38,870,-476,232,-607,-106
381,161,1035,-366,268,-687,-8
382,159,1000,-405,161,-663,16
383,160,892,-550,132,-663,-45
384,244,918,-592,251,-706,-16
385,343,1111,-450,358,-698,-19
386,325,1173,-306,297,-602,-157
387,263,1058,-341,129,-463,-278
388,240,944,-568,109,-390,-218
389,328,1097,-690,330,-437,-72
390,505,1530,-581,509,-475,63
391,649,1923,-456,374,-357,54
392,713,1993,-622,41,-150,75
393,747,1935,-819,-180,-7,232
394,824,2048,-833,-234,71,264
395,897,2388,-724,-329,190,-26
396,888,2661,-606,-591,380,-361
397,774,2633,-511,-917,547,-348
398,620,2440,-418,-1124,623,-288
399,475,2256,-323,-1160,618,-353
400,396,2154,-262,-1064,537,-301
401,368,2211,-225,-885,402,-215
402,390,2374,-199,-719,259,-98
403,465,2521,-202,-608,117,138
404,635,2667,-222,-527,-14,342
405,830,2888,-206,-495,-84,335
406,924,3085,-190,-560,-77,168
407,901,3062,-223,-660,-35,96
408,858,2899,-317,-643,-27,113
409,875,2838,-424,-444,-80,26
410,874,2856,-536,-147,-149,-214
411,815,2781,-659,152,-185,-304
412,757,2657,-781,484,-196,-123
413,777,2760,-835,842,-194,-5
414,799,2999,-839,1052,-145,-100
415,735,3081,-834,1036,-31,-220
416,597,2971,-829,923,94,-139
417,451,2806,-834,859,158,62
418,347,2709,-861,870,121,126
419,269,2689,-822,890,-3,117
420,284,2609,-765,850,-155,292
421,375,2499,-731,765,-289,558
422,452,2504,-673,643,-381,543
423,525,2528,-613,432,-446,332
424,622,2361,-604,198,-492,282
425,700,2076,-601,70,-496,360
426,731,1866,-624,102,-477,371
427,823,1919,-593,227,-438,389
428,935,1977,-501,251,-315,614
429,981,1837,-459,145,-112,793
430,952,1652,-485,69,93,630
431,886,1536,-478,54,275,393
432,795,1431,-412,-2,475,380
433,649,1287,-381,-91,673,473
434,493,1144,-390,-114,774,549
435,404,1112,-360,-78,759,550
436,357,1133,-317,-70,687,437
437,336,1112,-336,-120,603,395
438,344,1117,-390,-185,523,400
439,391,1153,-411,-243,438,364
440,413,1148,-404,-320,376,247
441,412,1154,-447,-416,374,10
442,365,1112,-452,-503,393,-49
443,293,998,-515,-547,389,-7
444,269,936,-522,-497,344,-81
445,243,910,-447,-430,295,-132
446,172,839,-350,-378,261,-243
447,91,753,-311,-330,227,-324
448,52,681,-319,-222,137,-263
449,34,634,-322,-31,-22,-149
450,84,690,-279,171,-178,-160
451,120,772,-225,292,-267,-233
452,90,761,-309,347,-329,-236
453,82,754,-349,435,-453,-96
454,151,812,-278,517,-612,-7
455,233,875,-247,517,-722,-225
456,290,923,-389,459,-754,-547
457,366,1017,-465,453,-764,-543
458,429,1101,-404,488,-784,-238
459,477,1192,-452,457,-761,-255
460,545,1370,-619,380,-693,-559
461,649,1603,-628,298,-617,-531
462,770,1790,-556,151,-493,-350
463,803,1842,-568,-18,-331,-401
464,797,1921,-610,-141,-176,-541
465,808,2119,-549,-291,7,-612
466,715,2138,-523,-493,214,-570
467,556,2084,-529,-613,339,-423
468,513,2198,-505,-634,361,-344
469,528,2434,-461,-653,343,-398
470,508,2559,-449,-718,310,-487
471,485,2568,-451,-776,235,-430
472,480,2561,-450,-786,140,-372
473,508,2673,-452,-753,61,-466
474,514,2816,-476,-707,11,-620
475,485,2937,-515,-713,-2,-647
476,420,3013,-554,-763,18,-556
477,299,2959,-650,-778,21,-500
478,187,2854,-767,-655,-55,-488
479,125,2897,-841,-414,-179,-443
480,135,3034,-896,-201,-286,-204
481,217,3147,-910,-61,-352,86
482,313,3224,-870,13,-347,124
483,355,3211,-774,7,-260,-42
484,270,3012,-681,-65,-116,-174
485,132,2713,-625,-104,3,-67
486,40,2489,-551,-41,33,220
487,43,2388,-503,54,-3,457
488,116,2388,-481,112,-67,493
489,142,2288,-442,121,-135,433
490,143,2095,-399,114,-211,541
491,206,1944,-343,118,-295,791
492,314,1870,-284,107,-346,926
493,400,1839,-218,44,-344,877
494,425,1779,-141,-85,-307,796
495,418,1675,-69,-265,-248,761
496,386,1510,-20,-444,-188,733
497,348,1357,29,-569,-143,768
498,320,1304,103,-633,-134,803
