sequence,ax,ay,az,gx,gy,gz
89,-572,3,246,238,1089,-1497
90,-957,45,275,314,1251,-1630
91,-1382,96,316,396,1327,-1666
92,-1763,160,328,479,1302,-1653
93,-1940,221,434,520,1231,-1613
94,-2174,296,534,541,1207,-1841
95,-2512,382,619,552,1235,-2168
96,-2848,461,612,573,1145,-2174
97,-3006,513,561,609,838,-1777
98,-2959,638,572,668,502,-1710
99,-2961,816,565,711,350,-2158
100,-2865,1025,600,663,348,-2399
101,-2599,1116,682,525,418,-2528
102,-2649,1014,713,305,593,-2449
103,-3008,925,604,94,802,-2130
104,-3192,864,537,-29,898,-2178
105,-3255,767,562,-112,847,-2437
106,-3354,684,570,-211,676,-2253
107,-3352,700,530,-262,436,-1991
108,-3121,701,581,-254,265,-2197
109,-2920,606,687,-257,225,-2194
110,-2977,486,626,-228,285,-1824
111,-3053,361,534,-110,400,-1615
112,-3062,336,482,51,512,-1532
113,-3004,322,479,186,526,-1367
114,-2960,218,441,282,415,-1108
115,-2971,132,349,377,273,-928
116,-2908,188,294,507,166,-1019
117,-2768,337,270,644,95,-1256
118,-2648,420,238,704,54,-1145
119,-2566,352,196,658,28,-594
120,-2546,327,171,604,38,-387
121,-2655,568,147,672,107,-1123
122,-2731,893,138,796,181,-1728
123,-2656,1150,217,858,228,-1167
124,-2613,1222,208,846,195,6
125,-2630,1241,75,764,56,829
126,-2535,1199,30,574,-113,1035
127,-2447,1240,19,258,-223,1034
128,-2453,1264,26,-154,-242,906
129,-2529,1187,31,-614,-190,904
130,-2630,1050,75,-1045,-113,1015
131,-2794,915,103,-1381,-69,1006
132,-3005,740,121,-1581,-73,898
133,-3191,567,180,-1620,-99,930
134,-3328,422,262,-1506,-174,1209
135,-3391,269,342,-1292,-310,1597
136,-3405,135,389,-1015,-455,1798
137,-3368,97,432,-689,-545,1818
138,-3266,128,487,-355,-569,1829
139,-3158,174,546,-81,-560,2015
140,-3141,214,573,128,-542,2281
141,-3171,278,578,303,-508,2440
142,-3205,392,573,432,-472,2399
143,-3137,492,584,462,-484,2391
144,-3028,529,596,399,-536,2438
145,-2997,547,599,298,-581,2376
146,-3007,564,585,198,-633,2244
147,-2924,542,571,91,-725,2175
148,-2718,495,569,-14,-836,2106
149,-2495,462,557,-83,-921,1981
150,-2251,443,553,-116,-973,1892
151,-2022,427,545,-129,-968,1871
152,-1816,388,560,-103,-885,1763
153,-1736,358,555,-26,-769,1642
154,-1692,382,538,89,-709,1718
155,-1560,429,530,201,-735,1893
156,-1372,499,522,294,-765,1901
157,-1187,576,527,363,-743,1734
158,-1039,647,530,392,-684,1671
159,-998,694,510,375,-619,1698
160,-946,719,471,321,-586,1675
161,-821,699,433,234,-589,1581
162,-618,600,422,101,-607,1565
163,-411,441,389,-49,-613,1503
164,-272,297,319,-165,-596,1158
165,-115,222,294,-246,-564,598
166,43,205,290,-299,-540,57
167,169,193,276,-314,-532,-250
168,231,143,227,-285,-513,-264
169,279,72,197,-212,-445,-229
170,295,45,169,-88,-311,-416
171,349,119,178,44,-138,-741
172,372,218,196,132,79,-961
173,256,272,177,171,327,-992
174,29,277,160,178,557,-989
175,-188,289,183,165,736,-1160
176,-422,325,223,136,877,-1496
177,-805,358,203,91,994,-1714
178,-1183,388,243,32,1066,-1720
179,-1527,454,330,-25,1073,-1767
180,-1871,527,400,-116,1022,-1850
181,-2105,607,484,-267,929,-1999
182,-2295,688,506,-442,798,-2308
183,-2349,732,586,-634,635,-2448
184,-2381,751,674,-806,497,-2489
185,-2536,759,656,-929,443,-2561
186,-2595,754,684,-1005,469,-2540
187,-2514,631,779,-1045,518,-2523
188,-2518,443,826,-1041,600,-2290
189,-2665,341,804,-930,775,-2176
190,-2816,298,821,-743,988,-2259
191,-2938,284,834,-557,1097,-2009
192,-2974,196,830,-378,1076,-1649
193,-3152,147,749,-161,1014,-1422
194,-3246,215,700,73,964,-1366
195,-3148,290,752,256,912,-1584
196,-3126,317,748,346,828,-1612
197,-3164,385,695,374,730,-1314
198,-3196,504,635,383,630,-1283
199,-3074,574,615,320,516,-1328
200,-2882,490,638,159,386,-1143
201,-2806,441,596,-30,283,-933
202,-2808,475,535,-171,239,-1230
203,-2829,459,513,-289,215,-1558
204,-2740,353,565,-437,131,-1237
205,-2689,345,583,-534,18,-953
206,-2685,441,578,-520,-26,-1414
207,-2691,564,657,-438,27,-1766
208,-2714,666,715,-289,134,-1484
209,-2704,803,807,-35,286,-1099
210,-2763,921,884,293,450,-967
211,-3048,965,649,517,349,-42
212,-3022,927,501,579,-73,1263
213,-2726,918,401,536,-476,1542
214,-2432,916,359,366,-627,1115
215,-2331,876,403,101,-518,953
216,-2392,829,453,-179,-271,1125
217,-2615,733,470,-431,-60,1307
218,-2926,599,468,-591,20,1341
219,-3162,467,483,-629,-1,1281
220,-3352,373,529,-581,-116,1328
221,-3437,268,615,-491,-306,1551
222,-3448,191,672,-359,-496,1666
223,-3379,171,694,-202,-648,1674
224,-3224,140,696,-50,-762,1821
225,-3054,129,703,108,-827,2091
226,-2974,220,704,257,-841,2204
227,-2958,338,687,351,-818,2241
228,-2944,388,679,374,-798,2300
229,-2964,426,674,367,-810,2380
230,-2866,484,718,350,-853,2402
231,-2674,508,760,309,-873,2260
232,-2569,496,748,257,-818,2021
233,-2534,485,737,237,-734,1821
234,-2557,482,710,269,-707,1813
235,-2513,483,672,331,-775,1996
236,-2333,492,660,403,-889,2099
237,-2099,526,643,476,-970,2039
238,-1898,573,605,530,-968,1935
239,-1728,630,562,552,-887,1882
240,-1598,663,527,539,-781,1778
241,-1519,634,493,507,-709,1706
242,-1377,562,469,467,-715,1820
243,-1245,505,424,444,-751,1866
244,-1098,497,379,446,-752,1622
245,-923,509,375,443,-719,1270
246,-802,527,350,403,-678,1124
247,-687,541,313,319,-648,1166
248,-510,548,294,196,-649,1176
249,-295,544,276,48,-666,964
250,-58,534,257,-102,-643,493
251,127,523,261,-232,-555,15
252,198,479,241,-325,-432,-147
253,209,387,192,-370,-306,-82
254,237,263,162,-358,-193,-75
255,241,175,151,-292,-87,-201
256,205,142,138,-194,31,-398
257,184,146,148,-90,176,-648
258,107,187,151,-7,359,-879
259,-21,197,156,41,568,-977
260,-163,172,181,78,772,-1034
261,-396,147,183,130,953,-1219
262,-737,148,168,193,1096,-1464
263,-1016,186,183,243,1161,-1646
264,-1255,232,234,268,1177,-1812
265,-1558,281,255,278,1174,-1946
266,-1833,344,245,271,1145,-1911
267,-1978,400,295,243,1111,-1854
268,-2147,436,345,195,1100,-1957
269,-2394,463,353,140,1101,-2154
270,-2627,518,342,80,1095,-2281
271,-2753,560,328,27,1069,-2373
272,-2835,513,391,-20,1035,-2374
273,-3004,486,399,-44,974,-2247
274,-3174,526,351,-27,897,-2312
275,-3149,520,405,-9,828,-2483
276,-3147,465,473,-16,778,-2410
277,-3249,456,426,3,753,-2264
278,-3225,422,412,72,755,-2384
279,-3194,374,439,151,786,-2473
280,-3276,343,402,253,829,-2312
281,-3347,276,390,403,850,-1990
282,-3445,277,322,604,824,-1737
283,-3471,348,243,798,722,-1644
284,-3342,395,239,923,576,-1554
285,-3260,483,191,971,448,-1409
286,-3199,580,153,957,343,-1343
287,-3161,743,119,896,229,-1385
288,-3117,901,82,767,85,-1329
289,-3045,1011,74,555,-70,-1051
290,-2956,1061,62,291,-229,-803
291,-2873,1086,44,30,-332,-774
292,-2859,1119,-5,-179,-354,-925
293,-2816,1180,-19,-274,-288,-1127
294,-2887,1262,-5,-227,-139,-1154
295,-2921,1207,-2,-112,-89,-437
296,-2804,1106,-22,-31,-191,797
297,-2704,1041,-59,-9,-299,1383
298,-2666,999,-74,-72,-329,1340
299,-2663,998,-46,-217,-247,1167
300,-2745,975,-19,-393,-81,1096
301,-2881,868,9,-541,86,1238
302,-3151,724,-2,-573,184,1405
303,-3379,588,17,-453,194,1562
304,-3550,513,40,-249,136,1870
305,-3550,487,57,-66,13,2327
306,-3415,486,92,38,-97,2567
307,-3350,548,116,80,-102,2486
308,-3385,640,108,71,-48,2376
309,-3439,669,101,3,-24,2469
310,-3408,622,98,-97,-82,2615
311,-3357,574,78,-189,-178,2626
312,-3301,541,84,-264,-260,2523
313,-3188,522,108,-350,-340,2477
314,-3009,503,117,-448,-435,2391
315,-2820,457,142,-531,-511,2273
316,-2734,414,129,-561,-563,2185
317,-2700,419,113,-543,-622,2110
318,-2572,449,135,-521,-737,2046
319,-2317,446,169,-516,-890,2069
320,-2055,427,186,-509,-962,2170
321,-1855,415,200,-463,-911,2115
322,-1705,428,211,-391,-823,1903
323,-1546,416,236,-333,-780,1790
324,-1338,366,271,-293,-771,1798
325,-1137,292,304,-238,-737,1710
326,-981,254,296,-155,-672,1494
327,-807,247,291,-41,-597,1267
328,-680,250,265,92,-512,1115
329,-572,265,229,212,-441,1133
330,-357,291,233,290,-417,1160
331,-135,300,211,312,-421,1108
332,51,310,173,282,-402,940
333,221,335,171,209,-323,584
334,287,365,179,106,-182,150
335,284,353,166,-14,-22,-126
336,237,274,154,-121,117,-278
337,111,166,140,-177,223,-426
338,-63,68,130,-183,281,-648
339,-208,11,139,-149,300,-936
340,-274,-5,168,-85,332,-1235
341,-425,8,177,2,413,-1516
342,-654,18,170,87,507,-1587
343,-896,3,177,183,594,-1567
344,-1181,4,179,305,687,-1657
345,-1457,33,201,433,758,-1850
346,-1770,122,184,552,749,-2044
347,-2023,281,143,639,633,-2127
348,-2059,432,166,663,476,-2162
349,-2217,572,152,629,405,-2282
350,-2384,742,130,519,432,-2398
351,-2462,814,190,346,507,-2562
352,-2710,822,212,154,608,-2588
353,-3098,877,150,-20,669,-2525
354,-3202,786,210,-162,615,-2623
355,-3285,625,281,-252,499,-2725
356,-3474,581,230,-253,414,-2715
357,-3550,634,206,-179,364,-2731
358,-3391,581,301,-103,276,-2653
359,-3296,482,317,-25,194,-2281
360,-3336,484,230,98,213,-2020
361,-3274,524,215,225,313,-2126
362,-3156,449,270,299,389,-2085
363,-3196,314,222,357,398,-1598
364,-3297,258,137,466,385,-1330
365,-3321,343,77,604,353,-1530
366,-3102,395,149,650,248,-1554
367,-2978,344,129,585,88,-1154
368,-2900,274,68,473,-30,-787
369,-2873,342,36,375,-58,-888
370,-2914,537,24,281,-87,-1273
371,-2885,726,40,122,-227,-1218
372,-2780,861,55,-122,-461,-784
373,-2726,1000,3,-396,-699,-456
374,-2580,1107,-9,-647,-827,-496
375,-2505,1201,12,-783,-761,-877
376,-2489,1294,59,-754,-504,-992
377,-2528,1251,95,-650,-185,-409
378,-2677,1051,75,-550,23,820
379,-2780,886,10,-447,76,1619
380,-2789,794,15,-383,65,1437
381,-2849,772,78,-404,115,1168
382,-2960,711,159,-469,211,1356
383,-3190,621,170,-487,279,1679
384,-3414,555,149,-413,276,1822
385,-3567,489,149,-295,217,1958
386,-3672,460,149,-187,113,2187
387,-3667,433,156,-114,-46,2387
388,-3566,448,163,-95,-190,2492
389,-3451,483,176,-124,-252,2408
390,-3401,496,193,-186,-258,2308
391,-3396,496,196,-258,-299,2374
392,-3352,473,193,-338,-405,2485
393,-3248,431,200,-426,-514,2474
394,-3169,421,208,-486,-601,2301
395,-3089,462,214,-499,-688,2115
396,-2976,530,222,-491,-779,2061
397,-2776,543,286,-512,-858,2138
398,-2624,485,320,-544,-896,2208
399,-2554,402,330,-531,-899,2021
400,-2500,413,331,-444,-908,1660
401,-2334,479,370,-322,-950,1498
402,-2086,552,420,-208,-994,1638
403,-1885,597,430,-111,-994,1863
404,-1770,632,363,-41,-938,2042
405,-1581,649,328,-37,-875,2104
406,-1319,602,347,-96,-820,1941
407,-1123,479,388,-167,-719,1771
408,-1087,329,363,-199,-583,1700
409,-1108,207,270,-182,-505,1590
410,-881,132,303,-132,-548,1345
411,-642,127,328,-69,-661,1127
412,-441,166,291,-29,-766,1136
413,-191,170,249,-31,-800,1137
414,104,145,245,-64,-729,955
415,278,111,232,-100,-553,604
416,320,83,210,-125,-334,262
417,305,44,177,-140,-156,62
418,267,7,138,-138,-41,-74
419,263,-15,122,-107,32,-355
420,226,-15,117,-59,116,-660
421,150,-9,113,-16,236,-803
422,28,-27,116,28,386,-919
423,-148,-70,121,85,557,-1086
424,-392,-96,115,159,726,-1335
425,-677,-71,113,244,861,-1622
426,-943,-19,128,322,943,-1886
427,-1271,37,141,377,979,-2030
428,-1582,91,148,403,983,-2049
429,-1865,159,180,408,959,-2143
430,-2105,262,217,393,916,-2348
431,-2296,397,276,349,853,-2598
432,-2556,534,313,282,779,-2765
433,-2801,590,384,169,694,-2626
434,-2986,559,441,12,591,-2306
435,-3056,516,438,-130,497,-2370
436,-3052,499,464,-252,448,-2754
437,-3075,433,541,-364,454,-2951
438,-3172,366,556,-440,498,-2693
439,-3210,310,598,-455,569,-2455
440,-3304,241,632,-405,649,-2492
441,-3437,188,631,-347,660,-2383
442,-3481,171,598,-301,573,-2102
443,-3417,120,613,-236,504,-2067
444,-3399,95,594,-150,508,-2082
445,-3281,99,610,-45,511,-2041
446,-3208,32,628,77,521,-2027
447,-3237,-48,565,196,562,-1648
448,-3236,2,463,329,573,-1306
449,-3161,70,430,454,527,-1479
450,-3109,152,402,537,439,-1623
451,-3060,254,398,558,317,-1359
452,-3080,423,356,535,174,-1000
453,-3228,558,262,511,32,-909
454,-3474,986,136,574,-32,-1116
455,-3436,1656,176,825,160,-2076
456,-3044,1625,513,1175,545,-2308
457,-2992,1591,155,1477,778,-236
458,-3092,1344,-123,1451,514,2488
459,-2800,1023,28,1089,-165,3976
460,-2514,1051,-73,586,-602,3002
461,-2356,1197,-35,1,-539,819
462,-2374,1266,89,-647,-185,-164
463,-2601,1025,162,-1231,155,448
464,-3151,646,123,-1521,359,1394
465,-3766,419,13,-1444,325,1650
466,-4039,244,13,-1166,6,1482
467,-3844,175,109,-850,-421,1529
468,-3542,173,203,-564,-689,1866
469,-3362,197,274,-322,-701,2275
470,-3260,267,333,-122,-536,2457
471,-3278,331,319,34,-320,2463
472,-3331,363,277,142,-178,2515
473,-3362,379,246,209,-152,2591
474,-3304,414,237,237,-207,2686
475,-3202,432,246,224,-265,2771
476,-3097,447,260,174,-286,2695
477,-3002,477,280,106,-304,2534
478,-2925,476,283,33,-341,2523
479,-2833,475,289,-41,-388,2573
480,-2701,477,291,-111,-448,2517
481,-2543,428,286,-184,-535,2467
482,-2352,366,248,-259,-643,2489
483,-2085,300,231,-322,-738,2357
484,-1809,298,231,-358,-779,2068
485,-1524,325,256,-351,-775,1756
486,-1324,315,277,-319,-734,1656
487,-1221,310,291,-273,-685,1778
488,-1162,317,266,-216,-680,1893
489,-987,287,246,-183,-724,1888
490,-757,246,247,-212,-765,1778
491,-517,226,263,-295,-773,1561
492,-269,200,282,-394,-754,1178
493,-75,177,276,-484,-703,753
494,104,169,277,-545,-612,371
495,224,134,273,-567,-496,85
496,251,63,236,-539,-393,19
497,263,-5,214,-452,-305,26
498,279,-35,198,-316,-199,-142
