sequence,ax,ay,az,gx,gy,gz
233,-2298,771,388,221,-539,1695
234,-2088,745,410,131,-553,1987
235,-1983,704,400,-1,-589,2228
236,-1879,668,374,-147,-645,2314
237,-1687,629,362,-289,-716,2136
238,-1437,567,376,-421,-779,1793
239,-1247,514,381,-529,-799,1496
240,-1109,488,375,-597,-784,1274
241,-928,442,416,-621,-776,1070
242,-783,388,439,-597,-780,950
243,-629,358,429,-536,-787,868
244,-449,350,437,-465,-786,725
245,-273,343,454,-407,-769,648
246,-128,314,447,-367,-747,730
247,107,251,446,-353,-704,826
248,305,167,424,-340,-628,675
249,446,95,392,-316,-515,383
250,552,19,367,-266,-359,37
251,543,-46,319,-170,-163,-275
252,466,-78,273,-32,51,-458
253,400,-82,267,133,266,-517
254,308,-78,261,306,460,-503
255,137,-84,242,466,618,-521
256,-58,-73,221,602,727,-643
257,-241,-22,217,707,795,-860
258,-409,58,222,762,839,-1095
259,-654,148,221,763,896,-1274
260,-984,256,228,731,980,-1434
261,-1345,334,248,695,1024,-1496
262,-1720,387,284,676,958,-1298
263,-2031,463,298,698,782,-1177
264,-2165,580,303,755,582,-1567
265,-2223,705,294,796,463,-2139
266,-2343,868,249,781,458,-2334
267,-2380,1026,269,717,518,-2448
268,-2455,1132,319,608,621,-2572
269,-2689,1200,318,461,723,-2510
270,-2999,1214,284,320,746,-2471
271,-3136,1264,255,187,659,-2479
272,-2940,1251,354,17,523,-2514
273,-2940,1117,426,-181,499,-2513
274,-3186,1045,396,-348,604,-2274
275,-3241,959,392,-469,661,-2200
276,-3174,697,480,-556,574,-2379
277,-3273,561,462,-551,443,-2383
278,-3379,657,362,-435,353,-2453
279,-3195,657,394,-292,276,-2544
280,-2944,447,484,-192,235,-2112
281,-2849,288,521,-99,309,-1419
282,-3037,410,377,95,421,-1683
283,-3176,486,315,320,492,-2384
284,-3091,444,307,452,500,-2086
285,-2966,428,304,489,416,-1238
286,-2937,549,278,502,271,-1109
287,-2890,677,339,508,173,-1584
288,-2937,750,361,512,163,-1700
289,-3115,868,325,582,206,-1379
290,-3185,1062,291,777,270,-1301
291,-3121,1212,272,1011,326,-1324
292,-2957,1368,235,1160,289,-888
293,-2770,1499,182,1159,161,-248
294,-2561,1521,124,1009,30,314
295,-2465,1501,48,710,-77,874
296,-2443,1417,-22,287,-174,1362
297,-2427,1347,-47,-208,-218,1569
298,-2524,1345,-67,-734,-164,1423
299,-2680,1293,-66,-1267,-69,1199
300,-2871,1104,-16,-1746,16,1185
301,-3234,847,1,-2063,64,1341
302,-3580,623,4,-2151,45,1458
303,-3711,415,114,-2029,-85,1318
304,-3766,219,188,-1739,-348,1252
305,-3747,119,239,-1347,-653,1635
306,-3581,112,304,-909,-907,2093
307,-3355,159,338,-513,-1057,2337
308,-3132,241,380,-223,-1070,2407
309,-2994,356,434,-25,-965,2342
310,-2970,470,474,95,-799,2348
311,-2975,526,503,163,-622,2471
312,-3004,549,504,202,-485,2530
313,-3083,577,497,218,-437,2485
314,-3100,596,511,205,-484,2466
315,-3038,601,525,165,-571,2527
316,-2943,662,492,108,-666,2480
317,-2828,697,390,2,-792,2264
318,-2614,699,346,-175,-940,2057
319,-2362,664,368,-374,-1062,1840
320,-2141,550,400,-526,-1112,1704
321,-2003,453,344,-591,-1136,1690
322,-1781,302,362,-575,-1186,1594
323,-1640,213,347,-478,-1211,1543
324,-1450,246,305,-328,-1210,1473
325,-1077,268,334,-173,-1188,1223
326,-764,261,365,-47,-1093,1072
327,-635,274,323,55,-928,1205
328,-513,272,282,154,-783,1355
329,-368,267,249,255,-681,1369
330,-125,268,263,337,-574,1220
331,110,247,311,383,-415,952
332,210,198,302,397,-215,853
333,215,174,265,395,-16,897
334,274,174,269,384,159,733
335,286,178,281,357,334,303
336,169,173,259,318,505,-102
337,-22,173,226,290,609,-338
338,-163,177,214,287,628,-469
339,-236,178,211,294,602,-540
340,-319,168,212,301,566,-629
341,-459,172,213,321,535,-883
342,-594,185,204,339,513,-1158
343,-739,180,198,333,520,-1257
344,-923,130,196,309,552,-1231
345,-1121,114,200,295,571,-1359
346,-1296,156,190,310,538,-1905
347,-1555,150,174,317,486,-2294
348,-1796,219,126,279,432,-2122
349,-1876,301,159,233,383,-2131
350,-2045,382,201,195,393,-2406
351,-2278,576,265,136,459,-2492
352,-2537,741,320,31,533,-2430
353,-2701,854,392,-113,562,-2373
354,-2787,898,564,-279,550,-2409
355,-3106,883,628,-423,569,-2382
356,-3317,925,629,-525,631,-2229
357,-3203,783,755,-605,656,-2416
358,-3399,514,846,-633,611,-2514
359,-3659,397,803,-547,519,-2203
360,-3610,399,725,-356,366,-2264
361,-3313,322,738,-157,186,-2474
362,-3122,240,743,3,107,-2217
363,-3123,298,685,154,158,-1929
364,-3047,331,674,297,284,-2018
365,-2917,313,667,396,421,-2068
366,-2894,231,615,445,528,-1843
367,-2947,209,590,489,604,-1669
368,-3039,268,553,541,647,-1832
369,-3116,344,504,580,632,-1929
370,-3130,476,453,593,528,-1710
371,-3221,644,417,561,347,-1446
372,-3397,895,402,508,132,-1245
373,-3454,1282,434,516,-40,-1412
374,-3258,1585,477,614,-73,-1832
375,-2847,1873,493,701,57,-1762
376,-2439,1941,368,698,248,-1159
377,-2332,1786,188,561,370,69
378,-2516,1645,28,284,355,1423
379,-2715,1421,-23,-63,233,2074
380,-2917,1252,-15,-439,122,2090
381,-3106,1101,44,-829,78,1848
382,-3235,920,82,-1200,47,1705
383,-3298,683,133,-1502,-12,1659
384,-3490,500,189,-1644,-79,1592
385,-3743,375,265,-1586,-183,1488
386,-3895,219,370,-1379,-371,1594
387,-3851,110,424,-1085,-598,1929
388,-3745,56,466,-749,-798,2172
389,-3620,62,502,-418,-946,2370
390,-3457,100,535,-138,-1018,2523
391,-3344,151,556,84,-987,2555
392,-3275,250,557,260,-894,2516
393,-3229,336,532,372,-804,2515
394,-3155,378,497,427,-748,2567
395,-3053,348,487,467,-708,2585
396,-2972,350,472,530,-662,2618
397,-2884,361,434,611,-638,2611
398,-2720,316,435,691,-648,2622
399,-2608,305,431,783,-658,2689
400,-2578,411,349,888,-677,2715
401,-2414,573,288,947,-727,2642
402,-2119,699,255,887,-794,2548
403,-1802,763,269,693,-820,2555
404,-1558,811,261,441,-773,2407
405,-1390,797,275,205,-673,2046
406,-1323,747,281,29,-567,1771
407,-1311,726,245,-103,-524,1755
408,-1159,732,231,-230,-579,1711
409,-979,702,260,-378,-681,1535
410,-820,707,255,-551,-766,1475
411,-563,678,260,-740,-839,1298
412,-352,579,288,-928,-886,1027
413,-222,464,281,-1107,-886,950
414,-50,329,292,-1248,-875,810
415,126,193,297,-1310,-878,384
416,247,80,277,-1286,-877,-43
417,361,27,276,-1195,-830,-262
418,471,-12,275,-1033,-742,-379
419,546,-77,250,-820,-621,-351
420,582,-143,229,-573,-441,-237
421,626,-150,232,-299,-179,-313
422,639,-87,235,-32,155,-608
423,556,-17,233,181,531,-836
424,411,23,234,333,901,-912
425,167,34,218,463,1216,-1048
426,-171,20,204,583,1451,-1206
427,-542,11,239,702,1598,-1309
428,-1032,48,268,831,1645,-1380
429,-1485,115,314,950,1575,-1373
430,-1857,233,399,1046,1394,-1383
431,-2135,380,457,1091,1136,-1495
432,-2300,553,504,1047,847,-1653
433,-2403,758,542,886,573,-1887
434,-2466,884,608,628,368,-2205
435,-2577,997,607,345,240,-2431
436,-2626,1072,612,83,175,-2536
437,-2647,1034,634,-180,165,-2505
438,-2672,897,635,-429,189,-2453
439,-2790,821,604,-603,238,-2537
440,-2784,780,603,-709,305,-2714
441,-2847,699,604,-784,389,-2799
442,-2932,627,615,-843,486,-2540
443,-2931,583,655,-866,571,-2311
444,-3066,481,706,-850,632,-2331
445,-3252,369,744,-793,693,-2235
446,-3367,321,702,-685,734,-2080
447,-3338,282,688,-551,726,-2106
448,-3351,268,735,-388,693,-2265
449,-3460,279,758,-202,681,-2269
450,-3445,319,725,-32,679,-1998
451,-3297,368,680,90,642,-1776
452,-3193,404,666,155,566,-1872
453,-3198,474,660,195,494,-2074
454,-3180,584,639,240,432,-2072
455,-3141,688,620,281,358,-1819
456,-3157,825,619,348,288,-1539
457,-3138,1020,649,516,295,-1606
458,-3078,1212,689,795,395,-1736
459,-2890,1398,654,1105,497,-1263
460,-2603,1505,519,1332,512,-417
461,-2535,1470,304,1367,428,546
462,-2592,1441,146,1176,275,1609
463,-2582,1358,67,788,100,2190
464,-2534,1205,94,272,16,2072
465,-2582,1056,184,-262,91,1645
466,-2814,971,204,-749,242,1324
467,-3081,839,227,-1164,327,1210
468,-3415,643,244,-1416,281,1222
469,-3695,479,243,-1454,98,1407
470,-3782,360,287,-1313,-187,1587
471,-3770,294,321,-1070,-508,1744
472,-3618,305,356,-797,-792,1944
473,-3394,363,432,-561,-965,2174
474,-3191,428,502,-396,-1002,2348
475,-3083,445,555,-293,-931,2440
476,-3123,464,585,-203,-781,2524
477,-3143,498,607,-100,-604,2538
478,-3199,447,601,17,-472,2442
479,-3288,425,566,170,-416,2506
480,-3292,464,512,344,-436,2631
481,-3169,525,463,467,-510,2717
482,-2994,585,425,505,-594,2779
483,-2789,612,433,467,-654,2787
484,-2591,657,436,373,-687,2666
485,-2450,706,402,251,-703,2400
486,-2262,697,376,125,-697,2219
487,-2037,607,392,23,-673,2150
488,-1895,485,373,-18,-636,2132
489,-1743,363,363,-3,-600,2177
490,-1618,329,309,45,-594,2152
491,-1453,354,247,88,-636,1948
492,-1216,368,249,103,-695,1719
493,-979,364,247,89,-738,1632
494,-796,338,216,56,-763,1661
495,-587,298,209,4,-774,1658
496,-323,237,219,-58,-769,1518
497,-161,167,204,-135,-747,1323
498,4,107,189,-237,-708,1184
