sequence,ax,ay,az,gx,gy,gz
77,-328,481,250,-485,494,-1515
78,-435,509,299,-449,602,-1645
79,-594,531,353,-420,679,-1764
80,-776,524,391,-425,727,-1665
81,-989,505,420,-443,775,-1567
82,-1165,477,512,-459,848,-1727
83,-1445,473,563,-473,940,-2086
84,-1749,477,570,-491,1024,-2256
85,-1915,469,659,-477,1086,-2263
86,-2109,464,734,-426,1115,-2274
87,-2323,450,759,-376,1086,-2117
88,-2516,472,751,-309,1016,-1978
89,-2632,498,792,-215,953,-2170
90,-2720,499,851,-141,905,-2344
91,-2835,533,834,-109,861,-2196
92,-2917,600,799,-74,816,-2149
93,-2887,528,861,-19,789,-2347
94,-2986,472,849,20,790,-2202
95,-3182,506,754,71,779,-1941
96,-3251,537,738,159,758,-2030
97,-3230,562,734,241,714,-2103
98,-3253,677,683,278,627,-1962
99,-3209,776,663,279,491,-1933
100,-3107,743,713,229,340,-1883
101,-3104,754,707,143,229,-1500
102,-3145,844,635,78,150,-1371
103,-3064,884,623,13,63,-1609
104,-2942,867,608,-126,-40,-1520
105,-2843,811,587,-340,-138,-1081
106,-2734,742,586,-577,-198,-836
107,-2695,644,560,-792,-210,-945
108,-2685,514,524,-970,-179,-986
109,-2681,452,536,-1061,-112,-924
110,-2626,427,565,-980,-26,-1329
111,-2525,365,619,-760,76,-1859
112,-2514,458,659,-469,196,-1629
113,-2444,557,690,-117,296,-1042
114,-2455,567,585,204,311,-293
115,-2568,620,410,423,196,593
116,-2554,665,291,528,-12,1131
117,-2462,709,272,514,-213,1271
118,-2435,776,280,418,-319,1277
119,-2429,864,321,270,-307,1322
120,-2469,916,386,68,-197,1377
121,-2623,899,431,-169,-32,1522
122,-2879,803,443,-370,137,1650
123,-3157,713,435,-478,245,1660
124,-3384,716,434,-476,221,1540
125,-3469,613,488,-384,54,1431
126,-3562,444,524,-194,-203,1716
127,-3706,403,483,108,-503,2194
128,-3679,442,471,410,-818,2354
129,-3417,506,512,604,-1066,2310
130,-3057,561,603,674,-1123,2232
131,-2824,613,674,666,-984,2195
132,-2700,665,708,613,-731,2296
133,-2610,687,743,524,-454,2392
134,-2661,684,735,429,-230,2341
135,-2756,659,717,352,-111,2240
136,-2819,622,685,324,-124,2151
137,-2776,575,666,337,-247,2177
138,-2640,574,638,369,-424,2285
139,-2392,592,648,387,-584,2285
140,-2184,616,637,384,-687,2128
141,-2019,655,601,367,-726,1987
142,-1853,679,579,354,-715,1817
143,-1751,696,547,355,-679,1683
144,-1665,741,477,373,-663,1667
145,-1577,809,400,431,-682,1509
146,-1446,868,321,495,-707,1350
147,-1194,878,345,493,-707,1483
148,-969,892,360,423,-668,1736
149,-764,866,364,304,-606,1780
150,-625,778,349,157,-524,1691
151,-490,664,346,4,-419,1566
152,-406,557,288,-122,-325,1346
153,-297,454,237,-211,-274,1142
154,-129,366,228,-279,-255,990
155,13,312,210,-341,-256,763
156,104,275,187,-393,-290,475
157,220,237,178,-430,-352,221
158,284,202,172,-447,-397,-27
159,302,167,153,-443,-399,-247
160,323,146,139,-427,-350,-439
161,365,145,151,-410,-238,-669
162,390,154,185,-395,-60,-986
163,306,148,219,-371,178,-1329
164,82,131,208,-334,433,-1523
165,-134,111,219,-294,660,-1497
166,-337,68,298,-231,853,-1578
167,-730,45,323,-127,1014,-1865
168,-1134,68,323,-19,1105,-1989
169,-1383,86,415,80,1132,-2015
170,-1686,96,467,198,1118,-2197
171,-2092,144,444,321,1066,-2250
172,-2443,264,433,448,967,-2257
173,-2735,406,451,561,820,-2474
174,-2872,626,494,612,636,-2661
175,-2861,809,592,593,474,-2814
176,-2914,950,666,483,390,-2652
177,-2979,1102,703,291,336,-2302
178,-3016,1180,749,50,283,-2355
179,-3103,1200,771,-220,251,-2556
180,-3098,1187,795,-484,223,-2565
181,-3027,1024,860,-714,175,-2507
182,-3080,832,869,-888,130,-2262
183,-3102,728,859,-951,91,-2148
184,-2991,590,926,-910,87,-2366
185,-2934,335,984,-834,145,-2303
186,-3057,254,914,-712,221,-1824
187,-3145,300,875,-513,244,-1726
188,-3048,330,910,-279,196,-1953
189,-2991,307,911,-82,105,-1916
190,-2975,347,824,49,16,-1356
191,-2824,374,798,107,-47,-935
192,-2759,376,735,95,-60,-886
193,-2702,364,684,-3,-36,-772
194,-2634,382,650,-151,-18,-670
195,-2646,400,578,-307,-48,-787
196,-2692,417,482,-478,-142,-790
197,-2698,416,429,-637,-270,-590
198,-2711,463,394,-708,-375,-512
199,-2702,504,405,-623,-418,-877
200,-2626,571,438,-398,-405,-1186
201,-2488,647,442,-124,-346,-852
202,-2410,667,440,95,-258,-56
203,-2397,657,390,226,-184,651
204,-2386,617,357,273,-124,1080
205,-2409,616,368,265,-31,1237
206,-2520,665,409,224,89,1186
207,-2681,713,465,157,177,1233
208,-2844,709,498,73,207,1409
209,-2974,659,534,4,198,1623
210,-3087,650,571,-43,165,1761
211,-3159,642,618,-73,120,1731
212,-3157,595,678,-108,78,1705
213,-3137,532,742,-142,43,1830
214,-3184,469,773,-150,11,1973
215,-3237,402,775,-124,-37,2109
216,-3247,351,778,-80,-120,2263
217,-3182,306,794,-26,-231,2319
218,-3107,283,841,25,-335,2304
219,-3040,298,882,69,-399,2240
220,-2991,331,879,110,-435,2120
221,-2883,348,896,128,-483,2123
222,-2768,332,911,131,-553,2186
223,-2705,336,886,141,-621,2177
224,-2620,374,862,162,-682,2049
225,-2478,420,851,188,-739,1818
226,-2331,439,843,193,-792,1707
227,-2218,446,801,179,-842,1842
228,-2132,448,730,174,-879,1947
229,-2027,469,663,181,-889,1905
230,-1817,494,639,172,-893,1769
231,-1576,492,618,141,-905,1585
232,-1402,473,573,114,-910,1519
233,-1250,464,540,125,-887,1516
234,-1119,505,502,205,-829,1353
235,-951,587,465,325,-757,1072
236,-725,604,446,422,-693,937
237,-543,581,411,456,-632,1134
238,-413,563,325,445,-566,1365
239,-289,531,246,426,-486,1281
240,-166,494,178,392,-384,1054
241,4,456,153,317,-256,851
242,196,399,162,213,-103,577
243,265,341,157,99,67,257
244,197,288,116,-15,233,11
245,74,223,93,-108,356,-168
246,-49,158,103,-159,410,-342
247,-155,103,113,-167,404,-519
248,-235,56,128,-131,380,-739
249,-389,37,131,-59,379,-949
250,-539,64,136,25,399,-1090
251,-611,122,196,100,431,-1299
252,-767,185,225,143,477,-1521
253,-896,231,267,140,530,-1616
254,-989,241,333,118,598,-1775
255,-1213,289,344,103,692,-2029
256,-1498,381,342,75,766,-2182
257,-1671,459,424,14,798,-2133
258,-1839,494,526,-45,817,-2188
259,-2161,527,518,-102,816,-2262
260,-2479,610,486,-182,751,-2132
261,-2542,685,570,-289,650,-2152
262,-2576,670,673,-412,590,-2431
263,-2714,614,683,-566,609,-2380
264,-2837,561,694,-713,657,-2167
265,-2949,451,713,-810,686,-2229
266,-3095,339,720,-875,698,-2168
267,-3174,330,735,-880,703,-2077
268,-3222,274,810,-805,695,-2389
269,-3267,175,890,-714,656,-2442
270,-3374,123,873,-633,605,-1978
271,-3430,130,810,-557,562,-1597
272,-3351,147,805,-477,527,-1805
273,-3281,152,796,-392,491,-2190
274,-3196,107,777,-315,422,-2067
275,-3162,69,750,-214,347,-1651
276,-3148,125,683,-52,284,-1476
277,-3043,203,634,102,206,-1418
278,-2887,278,612,138,98,-1052
279,-2718,329,611,52,-28,-737
280,-2676,428,604,-55,-123,-847
281,-2816,606,592,-107,-176,-1092
282,-2920,823,617,-90,-225,-975
283,-2880,979,682,38,-239,-662
284,-2676,1120,807,300,-128,-478
285,-2479,1150,753,591,76,-355
286,-2663,1219,508,700,152,392
287,-2797,1216,404,621,-3,1401
288,-2742,1159,321,415,-260,1917
289,-2564,1065,330,111,-390,1753
290,-2502,1019,416,-221,-285,1219
291,-2663,933,482,-536,-73,934
292,-2985,760,477,-758,78,1158
293,-3259,590,457,-823,83,1485
294,-3409,439,512,-761,-38,1684
295,-3467,321,553,-641,-228,1855
296,-3418,230,588,-488,-419,1916
297,-3369,183,631,-294,-538,1911
298,-3333,182,662,-85,-577,2103
299,-3260,200,667,97,-573,2412
300,-3194,204,659,239,-552,2548
301,-3173,269,650,347,-535,2507
302,-3114,357,647,398,-545,2359
303,-3009,402,657,385,-570,2309
304,-2895,418,660,344,-584,2330
305,-2825,402,656,322,-587,2283
306,-2756,393,637,318,-599,2276
307,-2631,412,627,327,-626,2184
308,-2493,441,613,338,-659,2031
309,-2344,471,601,341,-692,1957
310,-2147,489,609,342,-720,1938
311,-2009,493,604,355,-723,1866
312,-1928,492,598,387,-701,1804
313,-1833,541,608,449,-692,1771
314,-1770,611,563,544,-722,1626
315,-1673,672,501,612,-784,1622
316,-1462,756,476,613,-855,1798
317,-1178,826,472,548,-895,1853
318,-882,832,464,425,-864,1766
319,-658,784,445,273,-748,1695
320,-485,720,408,139,-566,1541
321,-397,654,360,40,-383,1222
322,-345,607,311,-23,-254,926
323,-252,560,268,-86,-191,684
324,-119,495,265,-182,-163,515
325,-22,431,278,-287,-157,320
326,31,360,245,-364,-208,69
327,102,277,211,-422,-298,-81
328,201,190,183,-464,-364,-182
329,251,125,172,-476,-362,-433
330,223,90,144,-454,-292,-741
331,192,57,129,-429,-165,-910
332,174,12,136,-405,8,-951
333,105,-30,148,-364,221,-1034
334,-63,-67,139,-298,452,-1204
335,-276,-94,124,-224,674,-1325
336,-516,-71,132,-140,882,-1401
337,-755,-14,160,-65,1048,-1599
338,-1069,29,194,-3,1158,-1846
339,-1475,119,221,46,1221,-1853
340,-1853,285,240,62,1228,-1672
341,-2130,449,337,24,1140,-1599
342,-2423,545,409,-87,970,-1506
343,-2637,582,445,-258,846,-1471
344,-2761,556,495,-430,838,-2134
345,-2880,566,561,-629,865,-2927
346,-2834,563,745,-855,877,-3195
347,-2983,502,767,-1002,892,-3198
348,-3139,362,751,-1053,881,-2908
349,-3089,195,856,-1004,856,-2569
350,-3063,56,970,-839,912,-2708
351,-3235,7,989,-583,1072,-2911
352,-3480,33,973,-263,1208,-2601
353,-3609,30,964,79,1195,-1941
354,-3574,78,940,378,1056,-1468
355,-3505,171,916,590,930,-1704
356,-3558,330,863,715,839,-2067
357,-3576,502,789,777,696,-1867
358,-3447,667,761,787,503,-1380
359,-3257,758,743,716,292,-1092
360,-3077,763,680,525,109,-930
361,-2917,746,609,247,-7,-868
362,-2802,758,527,-43,-48,-1108
363,-2722,693,467,-322,-53,-1270
364,-2659,543,416,-564,-72,-972
365,-2662,462,404,-640,-80,-832
366,-2724,518,397,-447,-46,-1310
367,-2744,632,450,-75,30,-1531
368,-2772,748,439,335,74,-761
369,-2752,816,351,671,-8,533
370,-2653,874,252,881,-170,1411
371,-2541,950,186,939,-286,1657
372,-2447,1034,200,804,-275,1701
373,-2453,1082,281,526,-127,1605
374,-2652,1056,334,198,81,1494
375,-2975,918,331,-107,236,1608
376,-3270,776,308,-320,251,1757
377,-3469,653,343,-414,123,1753
378,-3542,529,420,-425,-76,1741
379,-3512,437,466,-379,-293,1863
380,-3383,362,475,-289,-484,2020
381,-3249,320,463,-163,-589,2136
382,-3131,369,493,-15,-605,2219
383,-3049,467,512,105,-591,2220
384,-2989,555,511,145,-572,2281
385,-2925,622,503,123,-552,2324
386,-2882,653,486,68,-535,2303
387,-2882,701,447,-16,-526,2308
388,-2813,723,449,-133,-541,2245
389,-2583,681,551,-250,-568,2051
390,-2483,602,599,-302,-573,1803
391,-2450,519,603,-270,-518,1849
392,-2393,467,611,-156,-454,1984
393,-2316,428,608,18,-442,1977
394,-2218,448,572,204,-473,1967
395,-2091,523,516,368,-525,1965
396,-1904,606,484,464,-577,1996
397,-1665,670,479,480,-608,1990
398,-1502,723,424,447,-599,1871
399,-1378,752,352,381,-532,1772
400,-1227,743,314,274,-420,1790
401,-1057,683,320,131,-319,1819
402,-952,592,282,-27,-271,1817
403,-827,485,233,-194,-293,1777
404,-582,365,225,-354,-353,1532
405,-327,263,211,-491,-392,1010
406,-90,199,225,-600,-381,375
407,66,147,236,-671,-344,-205
408,112,90,210,-695,-311,-492
409,104,33,164,-670,-291,-500
410,119,-26,151,-599,-256,-431
411,166,-70,161,-488,-179,-405
412,189,-91,179,-356,-48,-474
413,116,-99,172,-225,128,-618
414,-22,-92,154,-102,325,-777
415,-150,-98,161,12,522,-928
416,-355,-99,165,119,710,-1064
417,-637,-68,136,217,865,-1190
418,-847,14,137,275,970,-1353
419,-1028,151,194,250,1052,-1679
420,-1318,302,246,116,1133,-2192
421,-1663,437,283,-121,1192,-2647
422,-1939,510,339,-428,1190,-2888
423,-2211,479,434,-758,1133,-2832
424,-2555,430,456,-1049,1067,-2480
425,-2795,326,461,-1258,995,-2345
426,-2917,135,488,-1383,902,-2529
427,-3044,-39,533,-1428,790,-2601
428,-3097,-136,593,-1365,701,-2679
429,-3073,-239,703,-1187,677,-2976
430,-3157,-313,748,-950,718,-2856
431,-3251,-312,756,-672,808,-2276
432,-3218,-294,764,-348,927,-2115
433,-3178,-309,756,-59,1046,-2256
434,-3302,-263,728,160,1134,-2032
435,-3401,-152,769,380,1145,-1824
436,-3555,-20,787,603,1070,-1860
437,-3639,152,811,758,925,-1724
438,-3644,243,766,834,712,-1573
439,-3526,254,741,828,510,-1305
440,-3274,284,755,768,376,-1150
441,-3051,291,750,666,300,-1258
442,-2919,296,702,512,260,-1183
443,-2847,226,616,346,228,-910
444,-2814,146,541,200,183,-652
445,-2804,129,442,89,96,-676
446,-2692,89,381,0,-19,-941
447,-2543,73,410,-75,-96,-968
448,-2475,133,458,-72,-95,-913
449,-2484,283,527,41,-30,-973
450,-2508,467,598,212,28,-854
451,-2588,663,590,370,2,-368
452,-2623,765,512,458,-129,278
453,-2551,764,427,462,-290,861
454,-2471,761,399,395,-358,1314
455,-2496,766,380,258,-312,1494
456,-2601,745,411,57,-190,1441
457,-2760,663,467,-170,-42,1382
458,-2999,526,526,-356,95,1561
459,-3253,400,555,-421,159,1727
460,-3477,288,572,-359,100,1725
461,-3635,210,593,-232,-49,1837
462,-3714,190,611,-83,-227,2096
463,-3702,159,622,50,-422,2331
464,-3635,143,618,145,-636,2568
465,-3577,205,576,193,-840,2635
466,-3388,254,578,176,-986,2437
467,-3165,240,642,116,-1026,2276
468,-3019,231,672,73,-969,2279
469,-2937,206,680,75,-870,2289
470,-2899,194,641,111,-798,2301
471,-2851,180,616,169,-791,2284
472,-2792,181,639,249,-819,2196
473,-2715,206,624,358,-853,2054
474,-2587,247,589,466,-889,2064
475,-2409,289,557,527,-929,2235
476,-2218,326,530,536,-967,2290
477,-2021,361,506,512,-984,2190
478,-1811,400,476,475,-960,2005
479,-1635,425,445,421,-893,1843
480,-1442,425,438,332,-821,1803
481,-1278,385,434,232,-777,1741
482,-1179,332,379,155,-746,1682
483,-1019,290,355,132,-718,1464
484,-842,284,366,174,-683,1044
485,-680,317,370,253,-663,750
486,-532,358,354,318,-655,730
487,-375,384,314,338,-639,877
488,-180,368,275,281,-613,1062
489,59,338,265,163,-559,1083
490,266,319,272,35,-448,705
491,322,317,264,-75,-269,102
492,266,320,251,-168,-52,-323
493,195,292,237,-234,142,-500
494,79,221,230,-274,300,-504
495,-67,151,237,-288,429,-488
496,-248,93,224,-262,515,-603
497,-409,52,243,-207,561,-805
498,-605,42,293,-130,581,-1137
