sequence,ax,ay,az,gx,gy,gz
120,643,976,67,224,733,273
121,459,1046,71,407,755,265
122,398,1217,54,477,710,388
123,422,1389,24,428,612,431
124,447,1427,-43,304,474,405
125,462,1465,-73,145,344,237
126,391,1460,-78,-74,258,-41
127,277,1339,-70,-323,184,-147
128,174,1095,-74,-521,110,-171
129,90,845,-135,-582,45,-364
130,74,707,-171,-452,-39,-446
131,105,686,-120,-215,-100,-368
132,90,725,-27,9,-88,-252
133,12,767,53,140,-14,-78
134,-98,712,-38,204,25,75
135,-87,712,-250,386,-96,146
136,106,957,-286,685,-349,245
137,352,1321,-131,794,-485,294
138,384,1429,15,584,-393,287
139,224,1238,58,264,-253,280
140,81,946,-15,114,-280,178
141,108,850,-139,255,-513,38
142,303,1098,-207,548,-799,-75
143,545,1475,-243,691,-933,-70
144,803,1768,-383,588,-872,35
145,1003,1935,-488,403,-742,229
146,1125,2027,-437,162,-568,334
147,1137,2020,-341,-167,-320,51
148,1031,1857,-363,-446,-98,-255
149,937,1679,-399,-510,-14,-239
150,906,1617,-411,-409,-17,-183
151,976,1800,-359,-284,-11,-205
152,1070,2030,-243,-265,64,-53
153,1116,2068,-155,-345,151,139
154,1086,2005,-121,-414,211,-45
155,1043,2044,-114,-427,260,-248
156,1053,2143,-121,-395,321,-34
157,1089,2195,-138,-369,399,350
158,1172,2302,-160,-360,457,507
159,1295,2484,-198,-362,459,372
160,1362,2612,-287,-381,414,183
161,1432,2736,-430,-401,334,135
162,1559,2975,-592,-406,228,122
163,1609,3166,-766,-391,96,148
164,1592,3119,-942,-342,-92,215
165,1634,3007,-1012,-210,-319,121
166,1729,3005,-911,-66,-457,-199
167,1712,2949,-725,-41,-393,-471
168,1498,2690,-557,-76,-211,-548
169,1270,2455,-405,-24,-67,-506
170,1148,2314,-276,126,6,-347
171,1088,2194,-189,317,58,-87
172,1019,2050,-174,537,92,167
173,979,1935,-212,791,71,417
174,1032,1987,-220,1028,-4,570
175,1123,2161,-200,1122,-65,559
176,1168,2219,-199,1010,-74,480
177,1175,2116,-220,784,-57,381
178,1178,1982,-206,560,-36,281
179,1144,1851,-171,348,-1,92
180,1025,1692,-157,161,37,-236
181,903,1533,-139,53,44,-383
182,841,1421,-137,55,18,-266
183,862,1406,-128,167,-19,-48
184,896,1415,-159,308,-22,153
185,916,1521,-202,420,28,134
186,910,1651,-205,459,124,-11
187,834,1618,-235,403,244,37
188,760,1525,-239,325,345,280
189,661,1423,-235,249,403,338
190,543,1362,-283,169,406,42
191,489,1368,-298,82,346,-142
192,504,1366,-266,-24,262,-83
193,497,1307,-247,-129,211,-120
194,426,1200,-241,-239,220,-253
195,319,1058,-272,-320,252,-321
196,168,898,-308,-287,225,-250
197,40,778,-293,-189,138,-126
198,-55,660,-299,-139,52,-151
199,-96,579,-302,-97,-27,-232
200,-89,556,-289,-19,-106,-245
201,-112,541,-374,87,-183,-248
202,-91,597,-477,242,-294,-120
203,36,761,-506,401,-422,133
204,208,944,-546,468,-497,279
205,338,1089,-654,445,-534,258
206,463,1234,-643,360,-556,202
207,504,1277,-521,148,-486,79
208,405,1123,-570,-94,-363,-94
209,301,961,-708,-128,-373,-18
210,415,1074,-676,6,-523,235
211,679,1402,-527,22,-581,207
212,843,1636,-387,-186,-461,-70
213,827,1507,-404,-446,-310,-167
214,768,1328,-444,-519,-263,-187
215,858,1551,-375,-456,-282,-428
216,1074,1961,-236,-495,-255,-646
217,1162,1999,-180,-667,-130,-590
218,1112,1888,-163,-765,32,-456
219,1019,2014,-89,-720,171,-593
220,962,2260,5,-679,283,-598
221,876,2312,46,-658,322,-383
222,835,2329,49,-593,277,-278
223,845,2457,26,-533,229,-325
224,839,2629,-5,-519,216,-390
225,839,2841,-54,-501,214,-325
226,846,2972,-127,-481,199,-71
227,837,2983,-234,-468,149,86
228,825,2995,-383,-474,73,-151
229,812,3060,-536,-499,-14,-344
230,799,3066,-711,-472,-101,-341
231,748,2914,-923,-281,-202,-159
232,792,2861,-1027,104,-341,38
233,956,3024,-986,438,-393,80
234,1051,3119,-864,497,-249,133
235,979,2964,-741,375,19,214
236,834,2723,-637,262,257,324
237,738,2576,-554,272,362,383
238,696,2504,-477,400,334,440
239,698,2384,-421,586,219,708
240,795,2328,-405,795,48,1059
241,980,2421,-423,931,-113,1213
242,1177,2594,-387,874,-191,1088
243,1205,2504,-370,598,-167,818
244,1126,2197,-394,304,-130,647
245,1090,1938,-381,151,-139,454
246,1057,1752,-331,99,-170,199
247,985,1541,-286,102,-205,110
248,995,1475,-278,171,-243,87
249,1077,1550,-263,236,-243,23
250,1193,1619,-231,194,-156,-17
251,1205,1521,-208,44,35,-165
252,1072,1381,-220,-79,281,-419
253,895,1288,-206,-84,487,-421
254,734,1169,-197,28,585,-20
255,673,1122,-217,233,576,333
256,694,1263,-243,410,569,215
257,620,1387,-263,423,620,-70
258,500,1394,-282,313,674,26
259,405,1310,-314,218,651,355
260,391,1296,-391,189,535,400
261,404,1355,-445,181,383,136
262,379,1362,-448,125,266,146
263,385,1406,-438,-2,217,201
264,367,1414,-419,-191,205,-27
265,272,1271,-393,-391,201,-114
266,131,1058,-412,-482,170,-90
267,16,918,-399,-433,81,-84
268,-30,849,-353,-358,-33,-5
269,-63,782,-273,-306,-139,22
270,-93,695,-209,-252,-226,15
271,-122,591,-202,-156,-327,128
272,-121,521,-232,-18,-457,252
273,-51,539,-212,127,-596,253
274,34,628,-166,201,-687,84
275,150,734,-259,224,-744,-70
276,305,815,-319,298,-823,147
277,471,893,-276,349,-847,257
278,585,1023,-263,306,-756,-64
279,663,1143,-363,233,-633,-245
280,790,1292,-473,213,-545,-3
281,956,1499,-531,217,-470,211
282,1153,1775,-557,155,-338,122
283,1288,1976,-642,-1,-123,76
284,1326,2049,-761,-163,75,174
285,1383,2098,-758,-280,199,207
286,1438,2162,-613,-411,287,105
287,1408,2191,-452,-595,360,-319
288,1283,2140,-337,-777,416,-613
289,1186,2099,-255,-852,432,-513
290,1164,2115,-225,-809,397,-357
291,1148,2195,-274,-723,340,-399
292,1134,2285,-294,-672,286,-409
293,1122,2340,-315,-693,267,-379
294,1099,2382,-327,-722,251,-322
295,1084,2450,-325,-737,228,-347
296,1028,2438,-351,-729,197,-351
297,968,2367,-392,-659,137,-243
298,914,2308,-449,-544,56,-148
299,931,2380,-498,-401,-49,0
300,1088,2617,-536,-239,-155,106
301,1333,2927,-591,-66,-213,134
302,1484,3126,-614,40,-176,98
303,1437,3018,-596,28,-24,91
304,1261,2734,-555,14,162,81
305,1056,2500,-468,94,294,24
306,892,2414,-377,247,341,74
307,817,2547,-296,423,296,164
308,783,2770,-216,579,156,199
309,726,2733,-179,652,-32,423
310,724,2498,-249,659,-220,731
311,867,2386,-345,693,-422,831
312,1124,2516,-374,697,-583,749
313,1281,2600,-338,532,-621,508
314,1195,2310,-330,230,-591,306
315,1071,1881,-346,13,-604,218
316,1074,1647,-339,10,-659,139
317,1163,1611,-287,138,-688,163
318,1278,1676,-252,272,-638,188
319,1374,1742,-233,334,-482,137
320,1379,1724,-235,303,-205,77
321,1234,1567,-283,259,142,86
322,1009,1339,-326,308,433,289
323,866,1233,-310,415,606,507
324,787,1252,-301,482,691,391
325,752,1350,-279,489,712,284
326,735,1359,-286,417,688,385
327,722,1342,-306,320,621,342
328,692,1357,-322,214,517,113
329,638,1362,-329,93,393,-30
330,586,1285,-319,-13,249,110
331,567,1182,-308,-94,114,318
332,648,1237,-343,-191,67,197
333,735,1275,-368,-349,144,92
334,679,1162,-304,-504,314,149
335,406,938,-167,-566,520,-124
336,-43,632,-61,-551,664,-448
337,-499,397,-50,-428,616,-383
338,-683,324,-79,-165,288,28
339,-525,504,-123,127,-223,324
340,-182,806,-141,280,-694,121
341,5,907,-177,221,-957,-250
342,79,812,-375,76,-1055,-333
343,173,712,-415,56,-1148,-60
344,247,661,-302,117,-1201,34
345,293,601,-362,158,-1163,-186
346,406,640,-504,268,-1111,-261
347,585,826,-525,461,-1068,-103
348,725,1028,-443,555,-945,14
349,761,1051,-521,515,-752,3
350,841,1175,-657,512,-581,5
351,1026,1518,-665,518,-416,125
352,1160,1766,-578,412,-218,225
353,1162,1746,-603,223,-7,72
354,1147,1729,-750,100,153,-191
355,1206,1883,-904,81,258,-178
356,1352,2143,-986,43,361,167
357,1450,2347,-944,-155,526,315
358,1378,2351,-803,-508,728,102
359,1219,2207,-667,-872,838,-165
360,1054,1979,-566,-1105,788,-349
361,939,1761,-517,-1130,623,-506
362,986,1804,-492,-991,415,-676
363,1218,2140,-479,-822,240,-673
364,1449,2461,-453,-766,189,-563
365,1517,2545,-489,-821,258,-549
366,1515,2619,-562,-848,352,-615
367,1486,2812,-662,-789,416,-670
368,1444,3008,-807,-646,420,-524
369,1463,3166,-958,-394,337,-207
370,1492,3257,-1002,-72,213,-81
371,1437,3300,-929,143,173,-250
372,1280,3212,-809,137,258,-271
373,1021,2965,-709,34,355,-253
374,775,2707,-613,5,340,-248
375,634,2524,-511,98,192,-142
376,623,2439,-419,239,-20,-82
377,710,2461,-327,366,-215,42
378,834,2490,-244,430,-351,292
379,924,2421,-259,438,-439,413
380,971,2258,-333,451,-501,420
381,1057,2201,-337,467,-517,464
382,1136,2173,-280,378,-437,423
383,1067,1976,-218,203,-291,333
384,926,1672,-206,100,-195,295
385,881,1504,-187,126,-174,300
386,925,1483,-180,198,-175,238
387,990,1524,-190,248,-140,181
388,1034,1534,-196,245,-26,111
389,1021,1512,-212,213,148,83
390,952,1535,-186,190,321,33
391,779,1465,-140,156,448,20
392,602,1319,-143,122,502,164
393,524,1233,-206,148,456,263
394,600,1363,-267,231,336,142
395,762,1627,-298,261,253,-42
396,768,1712,-269,111,288,-66
397,541,1479,-301,-147,375,-145
398,307,1228,-411,-276,361,-328
399,261,1291,-482,-193,190,-301
400,418,1553,-471,-95,-4,-36
401,555,1690,-443,-177,-60,57
402,543,1645,-434,-418,52,-194
403,373,1397,-412,-653,213,-226
404,148,1026,-338,-737,285,-22
405,-14,710,-181,-641,234,78
406,-140,535,-34,-471,166,-156
407,-276,395,76,-304,124,-358
408,-382,256,91,-87,45,-103
409,-347,233,24,217,-122,222
410,-201,377,-9,509,-311,160
411,-91,563,19,646,-400,-84
412,-80,649,14,610,-386,-139
413,-47,656,-72,549,-409,12
414,139,742,-169,557,-511,30
415,306,986,-207,560,-576,-322
416,399,1208,-384,476,-551,-601
417,563,1436,-553,400,-517,-194
418,809,1651,-556,347,-486,314
419,995,1842,-544,206,-360,160
420,1025,1942,-728,-8,-164,-233
421,1037,1988,-921,-108,-43,-149
422,1237,2244,-890,-103,43,222
423,1416,2547,-718,-247,267,298
424,1298,2498,-561,-556,573,44
425,1061,2206,-456,-778,778,-102
426,943,2086,-327,-763,839,4
427,942,2208,-213,-610,804,162
428,1018,2460,-131,-486,741,256
429,1094,2583,-91,-500,719,248
430,1074,2504,-76,-601,714,105
431,1031,2375,-61,-669,660,-94
432,1035,2323,-96,-617,529,-213
433,1147,2461,-155,-487,365,-139
434,1267,2670,-227,-397,236,-11
435,1359,2918,-335,-352,123,-3
436,1413,3113,-450,-267,-38,-67
437,1340,3043,-609,-70,-275,-87
438,1306,2908,-715,219,-518,31
439,1362,2894,-687,427,-622,86
440,1333,2814,-638,451,-533,17
441,1192,2644,-595,438,-387,34
442,1059,2563,-524,511,-318,87
443,999,2593,-467,600,-309,99
444,956,2571,-441,645,-322,145
445,901,2416,-449,689,-374,316
446,955,2337,-461,795,-485,539
447,1112,2408,-484,904,-604,584
448,1267,2493,-507,885,-630,481
449,1306,2452,-503,706,-534,380
450,1216,2254,-477,450,-381,288
451,1077,1997,-477,261,-278,201
452,986,1797,-492,206,-252,161
453,956,1684,-534,223,-248,137
454,948,1631,-555,250,-207,154
455,1011,1637,-514,247,-98,305
456,1034,1593,-466,185,80,475
457,983,1499,-489,86,278,368
458,890,1419,-489,15,434,235
459,786,1320,-438,-47,555,354
460,677,1199,-393,-100,646,432
461,557,1104,-354,-119,670,321
462,486,1049,-329,-134,626,291
463,495,1044,-283,-147,538,309
464,512,1040,-232,-190,475,169
465,469,997,-167,-307,482,-61
466,337,850,-166,-429,519,-239
467,208,681,-190,-417,479,-130
468,195,630,-161,-279,363,-12
469,179,634,-146,-142,286,-238
470,106,635,-183,-63,292,-430
471,19,607,-247,9,302,-244
472,-29,579,-253,141,223,150
473,-6,597,-224,305,60,267
474,34,661,-207,428,-120,29
475,27,698,-293,493,-272,-149
476,86,765,-368,553,-427,22
477,213,852,-327,599,-587,369
478,294,905,-283,566,-697,370
479,343,935,-353,473,-744,18
480,377,914,-444,428,-794,-66
481,497,985,-494,465,-871,90
482,718,1180,-558,510,-894,45
483,882,1337,-651,489,-809,66
484,995,1435,-713,415,-668,228
485,1105,1557,-785,338,-526,194
486,1174,1626,-959,274,-372,148
487,1289,1780,-1116,227,-207,268
488,1477,2077,-1041,113,-20,280
489,1531,2230,-879,-178,226,69
490,1385,2142,-714,-530,452,-229
491,1153,1884,-562,-757,540,-377
492,977,1654,-454,-796,497,-462
493,971,1669,-399,-694,388,-458
494,1109,1891,-407,-559,295,-296
495,1306,2203,-431,-478,285,-160
496,1433,2413,-459,-491,368,-24
497,1449,2448,-527,-554,480,100
498,1425,2459,-627,-589,543,62
