sequence,ax,ay,az,gx,gy,gz
163,2364,-1705,795,-273,997,692
164,2341,-1751,937,-293,647,-302
165,2391,-1785,991,-267,210,-1154
166,2491,-1770,945,-155,-213,-1788
167,2625,-1735,837,16,-520,-2238
168,2788,-1696,708,188,-655,-2565
169,2917,-1606,583,303,-620,-2895
170,2981,-1476,466,319,-458,-3254
171,2979,-1478,355,248,-235,-3451
172,2922,-1473,302,195,-7,-3368
173,2824,-1412,271,178,198,-3215
174,2704,-1356,234,153,362,-3577
175,2592,-1288,230,100,455,-3863
176,2513,-1248,208,52,494,-3698
177,2472,-1150,182,68,530,-3596
178,2382,-1018,158,112,588,-3927
179,2240,-794,129,133,625,-4236
180,2124,-626,99,110,632,-4100
181,2037,-477,75,82,629,-3999
182,1852,-250,61,45,621,-4203
183,1625,-125,50,-44,592,-4389
184,1515,-96,63,-110,513,-4040
185,1450,-41,80,-100,405,-3725
186,1366,26,105,-81,249,-3659
187,1222,185,106,-48,51,-3859
188,1056,441,134,-45,-111,-4188
189,952,555,160,-117,-208,-4046
190,941,608,191,-176,-274,-3475
191,840,718,258,-203,-326,-2974
192,593,916,364,-259,-357,-3331
193,342,1086,509,-390,-350,-3861
194,40,1113,654,-545,-247,-3970
195,-394,1029,770,-642,-38,-3776
196,-876,949,871,-657,228,-3392
197,-1370,844,922,-622,475,-2893
198,-1807,793,942,-592,659,-2450
199,-2123,751,934,-599,777,-1866
200,-2288,660,897,-550,821,-924
201,-2225,601,846,-376,772,350
202,-2001,605,776,-139,645,1559
203,-1760,658,704,70,423,2363
204,-1532,785,652,166,80,2643
205,-1288,821,610,110,-320,2607
206,-953,663,561,25,-662,2904
207,-566,461,529,33,-886,3396
208,-248,387,491,113,-1021,3511
209,2,376,435,190,-1110,3469
210,277,306,389,253,-1153,3587
211,640,158,334,345,-1133,3847
212,1054,7,280,513,-1056,4236
213,1379,-80,217,740,-948,4559
214,1691,-15,172,939,-843,4575
215,2004,16,121,1008,-716,4297
216,2215,37,38,1018,-551,4232
217,2255,111,-3,982,-389,4261
218,2372,34,-35,851,-273,3915
219,2666,-205,-57,663,-215,3932
220,2736,-514,-80,547,-201,4398
221,2566,-399,-70,533,-277,4331
222,2487,-276,-43,341,-435,3474
223,2600,-720,-73,26,-561,2944
224,2745,-1291,-120,13,-589,3843
225,2746,-1324,-111,289,-536,4547
226,2656,-970,-33,435,-462,3924
227,2576,-996,-15,295,-356,3250
228,2544,-1452,-71,152,-224,3913
229,2460,-1618,-147,188,-148,5011
230,2491,-1469,-106,143,-119,4876
231,2544,-1512,-61,-93,-6,3316
232,2527,-1674,-52,-341,208,2465
233,2443,-1752,-6,-491,448,3017
234,2399,-1810,82,-578,691,3311
235,2348,-1979,192,-582,905,2256
236,2234,-2171,314,-497,1028,1033
237,2105,-2299,435,-339,1010,670
238,2040,-2257,562,-140,838,410
239,2041,-2048,696,15,533,-360
240,2096,-1870,755,61,160,-1527
241,2165,-1832,739,62,-179,-2436
242,2308,-1946,662,127,-425,-2539
243,2487,-1987,552,321,-540,-2580
244,2630,-1806,456,523,-514,-2933
245,2724,-1604,374,561,-376,-3206
246,2817,-1550,283,454,-178,-3583
247,2901,-1557,182,332,76,-4057
248,2957,-1520,118,247,386,-4014
249,2941,-1502,108,185,702,-3582
250,2824,-1440,114,149,930,-3556
251,2633,-1255,117,84,1024,-3890
252,2436,-1011,126,-8,989,-4010
253,2373,-914,136,-103,859,-3917
254,2330,-859,145,-131,704,-3896
255,2149,-650,145,-78,568,-4193
256,1963,-339,161,-47,463,-4563
257,1799,-145,165,-97,428,-4494
258,1582,-73,155,-136,441,-4072
259,1480,-37,154,-116,452,-3822
260,1441,63,174,-105,460,-3831
261,1275,214,215,-137,458,-3944
262,1053,297,239,-174,399,-3817
263,954,349,237,-176,305,-3597
264,930,374,242,-153,259,-3506
265,835,407,264,-93,266,-3521
266,586,568,302,-1,279,-3695
267,311,807,377,51,263,-3642
268,44,999,449,26,225,-3321
269,-255,1102,522,-66,192,-3100
270,-607,1091,582,-178,160,-2954
271,-999,1051,663,-251,131,-2693
272,-1332,1006,727,-247,132,-2127
273,-1525,940,762,-175,164,-1246
274,-1643,944,774,-86,200,-496
275,-1727,1038,778,-29,198,-134
276,-1732,1146,795,-57,117,186
277,-1602,1033,773,-97,1,920
278,-1344,805,705,5,-106,1943
279,-1088,705,639,227,-210,2549
280,-917,810,599,412,-345,2632
281,-751,921,558,459,-527,2789
282,-540,866,506,391,-724,3057
283,-280,680,433,321,-895,3230
284,0,458,372,325,-1019,3386
285,293,239,296,425,-1076,3616
286,629,108,199,618,-1087,4035
287,960,121,141,786,-1090,4134
288,1274,-27,56,856,-1086,3994
289,1579,-323,-62,989,-1065,4527
290,2060,-522,-197,1219,-1030,4938
291,2529,-463,-290,1395,-906,4594
292,2469,-206,-318,1399,-667,3942
293,2283,-259,-349,1223,-461,4003
294,2580,-615,-418,1016,-387,5206
295,2739,-792,-413,856,-268,5295
296,2531,-824,-366,627,-50,3882
297,2348,-1220,-385,383,95,4007
298,2310,-1597,-396,310,87,5451
299,2274,-1597,-332,271,3,5697
300,2272,-1711,-291,81,-83,4754
301,2337,-1946,-289,-128,-107,4120
302,2401,-2069,-287,-244,-16,4099
303,2469,-2131,-264,-385,166,4298
304,2534,-2220,-180,-547,422,4153
305,2511,-2234,-42,-579,711,3319
306,2412,-2100,106,-516,971,2433
307,2320,-1980,252,-529,1150,2280
308,2254,-2092,444,-574,1217,2369
309,2169,-2337,640,-482,1137,1836
310,2116,-2427,804,-239,868,987
311,2184,-2337,882,38,427,435
312,2287,-2362,831,295,-54,-352
313,2402,-2379,659,488,-452,-1648
314,2540,-2311,452,647,-698,-2881
315,2667,-2087,280,744,-772,-3548
316,2853,-1888,181,723,-716,-3728
317,3001,-1819,122,629,-562,-3984
318,3003,-1671,78,488,-342,-4611
319,2930,-1612,9,266,-119,-4906
320,2847,-1655,-75,82,64,-4651
321,2757,-1618,-103,39,182,-4280
322,2735,-1587,-106,71,229,-4188
323,2690,-1380,-79,96,223,-4217
324,2539,-1087,-71,38,158,-4436
325,2464,-926,-100,-91,49,-4697
326,2484,-741,-110,-198,0,-4744
327,2440,-541,-106,-310,71,-4712
328,2374,-511,-141,-405,195,-4742
329,2265,-391,-156,-427,296,-4686
330,2056,-147,-148,-472,377,-4742
331,1897,9,-169,-598,415,-4962
332,1941,50,-212,-758,374,-5068
333,1889,78,-214,-871,325,-5225
334,1624,182,-196,-894,298,-5544
335,1367,376,-123,-878,257,-5402
336,1134,525,-41,-905,273,-5089
337,774,552,56,-995,371,-4894
338,323,503,175,-1080,528,-4680
339,-83,422,291,-1104,687,-4047
340,-485,288,440,-1063,838,-3392
341,-881,145,584,-959,964,-2935
342,-1416,129,693,-819,1025,-2704
343,-2004,241,752,-700,989,-2487
344,-2414,344,768,-651,883,-2011
345,-2638,323,755,-621,769,-1298
346,-2671,338,735,-506,657,-312
347,-2519,401,719,-327,527,789
348,-2272,449,679,-126,366,1745
349,-1992,608,633,82,149,2525
350,-1717,791,587,187,-150,2953
351,-1407,828,546,167,-489,3115
352,-1054,723,507,146,-771,3362
353,-691,578,475,203,-954,3617
354,-390,526,429,321,-1069,3673
355,-175,559,405,427,-1153,3595
356,15,566,372,509,-1228,3631
357,368,509,294,582,-1282,3996
358,729,420,245,617,-1241,4144
359,988,227,213,653,-1126,4033
360,1277,12,160,800,-1067,4482
361,1736,-80,59,1024,-1046,4807
362,2081,175,5,1133,-966,4403
363,2084,328,-2,978,-819,3509
364,2181,-41,-83,783,-644,3468
365,2615,-310,-170,809,-474,4482
366,2770,-118,-170,810,-299,4303
367,2453,-20,-146,556,-184,3091
368,2308,-276,-139,275,-197,3219
369,2408,-511,-123,170,-143,3985
370,2522,-723,-87,81,25,4187
371,2607,-1012,-82,-16,135,4140
372,2646,-1217,-52,-50,174,3850
373,2656,-1334,-27,-67,216,4001
374,2534,-1354,4,-82,241,4428
375,2408,-1371,50,-162,225,4367
376,2380,-1584,79,-280,167,4133
377,2363,-1715,105,-326,98,3979
378,2371,-1722,150,-338,57,3975
379,2385,-1716,223,-378,73,3886
380,2356,-1811,266,-443,156,3763
381,2335,-1967,312,-508,261,3786
382,2372,-2363,361,-492,334,3283
383,2372,-2595,439,-256,323,1897
384,2324,-2511,477,46,181,806
385,2317,-2245,433,234,-103,190
386,2403,-1814,424,245,-475,-763
387,2536,-1574,418,77,-804,-2172
388,2674,-1804,310,-136,-1001,-2919
389,2870,-2161,168,-137,-1042,-2770
390,3049,-2268,69,106,-932,-2976
391,3141,-2127,-23,365,-717,-3677
392,3080,-1708,-81,435,-459,-4141
393,2919,-1393,-126,216,-218,-4265
394,2792,-1441,-161,-137,-54,-4138
395,2779,-1639,-174,-346,35,-4130
396,2844,-1718,-185,-350,122,-4203
397,2849,-1559,-188,-240,274,-4120
398,2697,-1147,-170,-184,471,-4189
399,2434,-773,-178,-320,620,-4462
400,2122,-632,-210,-569,679,-4498
401,1859,-681,-247,-736,671,-3926
402,1799,-873,-269,-714,574,-3565
403,1984,-915,-244,-576,386,-4081
404,2036,-669,-204,-496,233,-4737
405,1792,-393,-160,-518,165,-4807
406,1557,-228,-114,-561,113,-4383
407,1367,-140,-69,-587,67,-4291
408,1129,7,-28,-592,21,-4552
409,938,202,19,-574,-50,-4359
410,844,424,94,-553,-112,-3887
411,666,684,176,-603,-101,-3812
412,387,872,265,-747,-18,-3798
413,156,926,378,-905,106,-3387
414,-47,897,469,-992,279,-2796
415,-327,835,531,-985,497,-2473
416,-723,893,619,-911,723,-2424
417,-1170,1001,712,-840,924,-2080
418,-1584,1052,777,-793,1065,-1264
419,-1888,1015,808,-743,1127,-431
420,-2075,920,801,-657,1089,167
421,-2109,837,762,-493,926,716
422,-1973,849,717,-263,655,1461
423,-1732,916,647,-59,311,2162
424,-1473,918,558,42,-78,2461
425,-1218,884,474,59,-472,2557
426,-922,819,393,31,-831,2784
427,-583,705,336,-34,-1123,3062
428,-235,512,290,-112,-1317,3229
429,80,283,245,-120,-1407,3285
430,376,67,212,-11,-1427,3437
431,729,-104,194,178,-1383,3745
432,1132,-213,174,359,-1261,4066
433,1418,-359,154,504,-1123,4280
434,1686,-572,81,698,-1045,4412
435,2129,-613,4,934,-1003,4537
436,2450,-419,-10,1026,-924,4321
437,2334,-390,-25,920,-785,3726
438,2306,-589,-95,839,-660,3805
439,2520,-634,-136,828,-544,4692
440,2528,-623,-110,682,-373,4582
441,2528,-910,-102,396,-190,4446
442,2721,-1415,-90,207,-29,5330
443,2878,-1563,-42,125,127,5912
444,2825,-1604,-8,-51,329,5289
445,2761,-2013,-15,-305,570,4890
446,2645,-2510,-22,-375,761,5096
447,2488,-2565,32,-216,869,4530
448,2324,-2245,126,-102,912,3659
449,2151,-2033,205,-212,924,3464
450,1998,-2056,308,-446,917,3446
451,1857,-2250,444,-586,886,2981
452,1740,-2436,576,-536,803,2482
453,1665,-2558,687,-344,659,2167
454,1623,-2563,784,-70,461,1764
455,1625,-2416,877,184,199,1342
456,1694,-2227,919,353,-118,696
457,1816,-2161,903,439,-425,-356
458,1974,-2209,834,466,-663,-1297
459,2132,-2258,733,506,-812,-2013
460,2295,-2253,638,575,-850,-2571
461,2437,-2167,570,634,-796,-3135
462,2541,-2068,503,596,-683,-3749
463,2634,-2055,390,440,-559,-4226
464,2678,-1998,281,234,-465,-4448
465,2642,-1858,216,4,-410,-4411
466,2577,-1788,165,-247,-395,-4083
467,2567,-1829,148,-418,-375,-3831
468,2597,-1914,137,-421,-314,-3997
469,2569,-1851,109,-259,-197,-4358
470,2451,-1582,83,-62,-66,-4402
471,2257,-1224,65,66,24,-4420
472,2080,-789,70,77,46,-4573
473,1964,-463,73,-47,51,-4810
474,1816,-338,54,-219,111,-4986
475,1638,-317,17,-311,212,-4849
476,1482,-205,5,-287,322,-4466
477,1400,-105,0,-251,417,-4090
478,1292,31,3,-260,457,-3995
479,1160,196,3,-316,422,-3933
480,1077,284,10,-400,365,-3799
481,993,302,12,-457,341,-3830
482,800,443,38,-474,358,-3945
483,543,629,86,-505,391,-3709
484,345,715,149,-548,398,-3029
485,204,747,224,-559,387,-2571
486,-15,892,324,-554,372,-2566
487,-307,1128,449,-608,341,-2543
488,-535,1243,543,-742,309,-2196
489,-694,1207,603,-870,303,-1651
490,-802,1159,668,-916,327,-1175
491,-820,1088,711,-872,373,-631
492,-832,1107,757,-759,422,-103
493,-856,1270,773,-643,444,235
494,-820,1506,775,-625,421,598
495,-676,1644,776,-752,375,993
496,-451,1625,771,-944,328,1313
497,-215,1536,771,-1086,280,1564
498,-32,1534,772,-1153,241,1720
