sequence,ax,ay,az,gx,gy,gz
247,850,2166,-722,-8,-129,-78
248,879,2265,-752,-224,-136,-117
249,934,2498,-647,-431,-103,-421
250,896,2569,-544,-664,-23,-508
251,737,2357,-525,-817,14,-472
252,653,2260,-524,-818,-4,-552
253,661,2327,-528,-729,-11,-479
254,739,2502,-536,-601,0,-358
255,843,2752,-543,-494,33,-349
256,847,2818,-556,-472,96,-282
257,710,2622,-632,-463,128,-204
258,606,2528,-706,-375,85,-141
259,619,2619,-800,-268,3,-31
260,697,2766,-922,-209,-88,49
261,772,2833,-1048,-205,-153,170
262,801,2867,-1193,-194,-196,198
263,836,2936,-1326,-135,-252,58
264,868,2839,-1398,-39,-303,53
265,936,2680,-1379,108,-290,224
266,1002,2637,-1268,298,-189,334
267,1003,2634,-1144,448,-36,332
268,996,2614,-1018,550,99,249
269,960,2546,-933,641,200,193
270,908,2462,-910,786,243,291
271,925,2458,-893,984,216,406
272,955,2455,-890,1117,191,528
273,989,2457,-900,1164,183,687
274,1014,2450,-893,1133,176,738
275,1023,2415,-886,1009,178,643
276,994,2322,-866,783,210,521
277,897,2125,-825,520,245,438
278,802,1906,-805,338,223,446
279,804,1820,-791,241,154,544
280,900,1883,-747,130,107,482
281,935,1893,-687,-87,141,290
282,859,1743,-647,-387,249,191
283,704,1508,-628,-636,350,123
284,586,1333,-593,-739,357,174
285,540,1228,-564,-723,275,341
286,597,1190,-482,-679,186,399
287,654,1166,-356,-700,178,271
288,631,1112,-275,-762,254,56
289,524,980,-223,-794,325,146
290,414,804,-165,-759,334,365
291,395,738,-106,-656,304,331
292,476,792,-90,-572,332,152
293,521,827,-160,-539,433,236
294,473,712,-248,-493,538,305
295,378,583,-322,-364,624,-23
296,249,555,-345,-164,690,-177
297,51,543,-364,22,707,11
298,-83,603,-365,192,583,113
299,-77,725,-317,319,328,140
300,8,817,-271,337,60,112
301,79,801,-292,275,-149,-73
302,136,746,-350,239,-318,-212
303,185,773,-315,233,-428,-138
304,214,814,-252,178,-482,-37
305,221,770,-296,132,-563,-27
306,301,796,-371,130,-675,-134
307,463,969,-391,141,-764,-380
308,589,1146,-329,66,-734,-516
309,567,1192,-235,-116,-570,-369
310,520,1104,-300,-256,-459,-219
311,572,1141,-388,-204,-499,-181
312,808,1485,-393,-113,-558,-267
313,1104,1945,-338,-162,-489,-479
314,1261,2142,-280,-354,-310,-411
315,1296,2175,-230,-561,-106,-334
316,1218,2200,-188,-712,107,-652
317,1043,2174,-156,-789,313,-838
318,915,2137,-148,-744,466,-590
319,918,2280,-154,-582,549,-223
320,987,2603,-182,-413,595,2
321,1073,2906,-207,-328,609,39
322,1087,3054,-253,-331,621,45
323,1033,3044,-339,-375,603,200
324,999,2990,-461,-351,478,386
325,1058,3091,-597,-240,219,455
326,1214,3303,-801,-100,-127,420
327,1426,3440,-983,22,-498,477
328,1595,3357,-1091,104,-794,439
329,1624,3164,-1096,134,-917,12
330,1481,2944,-1035,107,-866,-457
331,1230,2686,-966,100,-743,-573
332,1049,2461,-880,195,-662,-352
333,1033,2304,-820,408,-648,-146
334,1120,2340,-787,717,-627,-144
335,1206,2516,-734,984,-513,-57
336,1183,2601,-665,1082,-305,256
337,1058,2504,-600,1021,-101,552
338,928,2305,-560,884,4,580
339,888,2118,-550,750,-9,470
340,916,2027,-534,652,-64,424
341,918,1929,-503,554,-103,478
342,868,1787,-451,439,-126,542
343,840,1611,-439,330,-132,428
344,850,1479,-462,288,-122,260
345,807,1305,-510,339,-99,278
346,739,1157,-570,452,-45,439
347,745,1157,-599,596,24,615
348,836,1303,-572,689,119,741
349,904,1423,-592,633,256,722
350,890,1390,-663,488,415,639
351,855,1314,-661,357,545,620
352,783,1259,-650,249,638,505
353,702,1199,-646,144,679,337
354,604,1137,-608,32,694,241
355,527,1113,-594,-68,679,156
356,497,1111,-579,-148,577,205
357,476,1085,-517,-267,466,150
358,424,1001,-486,-441,426,-172
359,323,872,-519,-587,397,-373
360,223,724,-566,-599,307,-338
361,159,626,-518,-497,187,-171
362,148,615,-384,-388,97,-53
363,54,569,-234,-325,58,-114
364,-97,434,-164,-273,11,-159
365,-194,285,-223,-152,-115,-32
366,-156,259,-316,69,-327,42
367,33,409,-285,294,-527,-14
368,229,593,-169,381,-587,-26
369,272,640,-127,341,-543,87
370,262,567,-252,276,-529,183
371,329,578,-415,296,-616,36
372,544,836,-445,377,-738,-176
373,855,1161,-444,342,-775,-128
374,1051,1257,-593,185,-744,-105
375,1214,1426,-713,45,-679,-455
376,1400,1764,-642,-95,-534,-665
377,1460,1921,-620,-323,-294,-521
378,1392,1876,-742,-533,-43,-531
379,1351,1949,-886,-580,129,-748
380,1404,2205,-876,-512,264,-792
381,1425,2473,-790,-493,464,-591
382,1354,2605,-734,-539,657,-435
383,1259,2688,-679,-568,753,-491
384,1114,2741,-658,-573,757,-564
385,985,2730,-707,-573,672,-473
386,933,2681,-798,-530,497,-350
387,939,2699,-927,-446,289,-379
388,960,2800,-1072,-373,98,-378
389,979,2875,-1249,-310,-101,-265
390,1052,2904,-1438,-213,-326,-16
391,1223,2973,-1610,-102,-514,55
392,1323,3000,-1654,-30,-582,-228
393,1225,2815,-1640,-26,-491,-332
394,1147,2663,-1511,15,-342,-99
395,1100,2599,-1324,70,-172,3
396,1008,2557,-1172,102,-4,-58
397,901,2525,-1032,143,110,9
398,759,2382,-951,205,155,203
399,695,2212,-919,331,108,383
400,814,2181,-894,504,-9,599
401,981,2281,-935,607,-94,651
402,1109,2391,-947,581,-109,668
403,1192,2389,-846,415,-62,830
404,1189,2250,-658,119,44,740
405,1101,2018,-516,-197,155,443
406,1005,1765,-454,-378,188,243
407,979,1565,-414,-372,143,291
408,1039,1465,-390,-280,108,405
409,1113,1461,-351,-220,167,219
410,1034,1419,-287,-210,308,-38
411,830,1239,-173,-196,431,124
412,667,1063,-41,-135,481,376
413,575,966,-23,-12,484,331
414,558,1013,-38,161,463,238
415,626,1175,-41,279,481,365
416,663,1301,-98,260,583,504
417,536,1275,-172,157,695,377
418,349,1173,-210,74,727,249
419,269,1138,-274,68,650,298
420,256,1151,-323,91,501,373
421,303,1190,-415,57,357,338
422,412,1244,-489,-19,227,244
423,476,1254,-471,-119,126,106
424,417,1141,-379,-272,89,-89
425,239,927,-342,-435,91,-297
426,100,758,-329,-497,33,-346
427,30,666,-258,-441,-123,-204
428,31,618,-199,-349,-312,-253
429,54,598,-128,-261,-486,-531
430,60,547,-168,-183,-624,-791
431,150,573,-270,-52,-736,-824
432,252,697,-236,87,-783,-574
433,324,766,-140,127,-731,-315
434,414,769,-181,117,-642,-305
435,458,786,-293,188,-591,-431
436,545,960,-325,307,-574,-495
437,672,1203,-331,357,-498,-525
438,737,1380,-462,310,-338,-401
439,801,1532,-605,275,-221,-15
440,955,1721,-628,265,-191,300
441,1171,2032,-548,153,-109,114
442,1257,2281,-504,-127,112,-335
443,1135,2167,-583,-461,403,-329
444,958,1933,-644,-591,588,91
445,882,1914,-582,-480,602,257
446,960,2198,-498,-324,523,41
447,1113,2522,-437,-285,463,-35
448,1232,2679,-407,-356,441,146
449,1255,2673,-390,-480,451,107
450,1206,2567,-398,-594,476,-136
451,1143,2498,-418,-635,486,-250
452,1087,2540,-442,-588,446,-242
453,1041,2581,-482,-492,346,-170
454,1041,2595,-552,-326,172,46
455,1153,2698,-652,-54,-73,279
456,1340,2874,-783,288,-354,386
457,1475,2966,-914,566,-572,456
458,1529,2963,-1018,665,-646,447
459,1501,2905,-1054,588,-578,215
460,1349,2755,-1048,399,-432,-150
461,1103,2511,-1028,217,-323,-326
462,883,2233,-998,168,-330,-320
463,805,2066,-973,273,-430,-200
464,868,2060,-955,473,-547,45
465,988,2234,-988,683,-629,212
466,1132,2519,-1033,832,-678,340
467,1261,2656,-1006,838,-690,621
468,1336,2603,-962,652,-616,747
469,1333,2484,-923,358,-470,478
470,1250,2349,-824,44,-304,175
471,1102,2069,-730,-220,-179,119
472,949,1715,-685,-337,-127,150
473,854,1463,-649,-304,-119,140
474,830,1357,-617,-191,-122,144
475,882,1385,-567,-88,-90,232
476,934,1474,-508,-38,-3,349
477,956,1508,-431,-73,138,515
478,929,1444,-376,-185,314,598
479,842,1318,-306,-319,483,424
480,675,1151,-236,-406,593,181
481,501,1000,-214,-381,605,168
482,397,895,-227,-293,540,397
483,400,879,-219,-230,475,442
484,431,971,-196,-215,473,129
485,435,1040,-233,-232,501,-39
486,427,1022,-230,-257,497,225
487,381,910,-205,-290,499,283
488,263,751,-180,-322,526,-14
489,116,622,-137,-325,538,-172
490,-46,522,-89,-291,490,-139
491,-183,395,-154,-198,338,-72
492,-183,382,-257,15,66,-19
493,-35,568,-277,272,-237,39
494,153,816,-200,398,-437,132
495,263,999,-145,297,-480,183
496,307,1051,-213,62,-461,147
497,293,1005,-328,-153,-499,73
498,287,956,-328,-279,-611,-30
