sequence,ax,ay,az,gx,gy,gz
179,2207,-1728,158,339,962,-4199
180,2089,-1575,164,272,942,-4179
181,1941,-1411,175,222,852,-3973
182,1805,-1226,180,224,697,-3975
183,1794,-1036,193,252,496,-4090
184,1820,-811,187,271,319,-4252
185,1734,-528,186,244,210,-4283
186,1623,-316,185,178,106,-4164
187,1587,-148,178,107,1,-4109
188,1511,92,191,21,-68,-4224
189,1450,208,191,-109,-131,-4090
190,1452,233,180,-187,-192,-3734
191,1415,342,188,-190,-210,-3652
192,1351,513,226,-199,-218,-3579
193,1185,682,238,-225,-234,-3589
194,972,843,255,-273,-247,-3742
195,820,916,287,-327,-276,-3552
196,708,896,327,-321,-302,-3239
197,555,891,402,-254,-269,-3284
198,294,978,526,-188,-169,-3557
199,-86,1100,661,-183,-34,-3708
200,-510,1176,782,-253,108,-3504
201,-884,1151,849,-352,239,-2948
202,-1171,1036,877,-444,383,-2247
203,-1375,881,861,-511,550,-1605
204,-1536,852,829,-546,700,-1021
205,-1611,888,796,-584,783,-366
206,-1575,806,745,-600,808,449
207,-1447,637,656,-495,785,1399
208,-1286,579,579,-273,687,2223
209,-1150,706,540,-81,493,2578
210,-1004,843,508,-31,240,2636
211,-798,827,484,-80,-11,2894
212,-522,687,470,-124,-214,3337
213,-266,539,461,-108,-379,3567
214,-42,402,452,-34,-548,3591
215,292,275,440,78,-703,3778
216,672,216,411,198,-810,4282
217,911,216,400,270,-917,4345
218,1179,37,356,296,-1083,3738
219,1684,-216,254,427,-1210,3689
220,2117,-250,203,663,-1168,4085
221,2259,-190,177,838,-1052,3751
222,2329,-199,111,926,-1053,3463
223,2498,-117,36,971,-1044,3570
224,2707,-95,43,884,-906,3895
225,2857,-362,5,718,-690,3618
226,2934,-539,-10,634,-463,3343
227,2822,-519,11,618,-156,3741
228,2735,-603,35,540,159,4452
229,2753,-861,48,402,325,4847
230,2676,-1042,73,247,392,4321
231,2539,-1155,92,61,466,3716
232,2402,-1370,83,-114,497,3901
233,2294,-1581,98,-220,405,4192
234,2203,-1733,103,-301,231,3871
235,2136,-1749,87,-373,60,3224
236,2137,-1668,133,-435,-38,2665
237,2186,-1667,190,-502,-40,2463
238,2217,-1699,241,-551,37,2728
239,2226,-1717,305,-579,156,2978
240,2202,-1707,384,-584,311,2452
241,2116,-1665,444,-588,512,1555
242,1989,-1801,456,-630,746,1306
243,1865,-2143,452,-605,943,1671
244,1750,-2405,505,-387,1013,1525
245,1609,-2479,558,-33,919,529
246,1515,-2402,609,293,681,-507
247,1490,-2250,649,490,338,-1142
248,1524,-2044,661,568,-63,-1797
249,1665,-1876,651,550,-461,-2595
250,1890,-1831,609,453,-806,-3249
251,2225,-1855,530,370,-1045,-3687
252,2660,-1983,450,378,-1109,-4021
253,3080,-2034,363,441,-962,-4398
254,3249,-1744,271,461,-657,-4860
255,3120,-1249,199,327,-303,-5396
256,2922,-798,162,32,1,-5388
257,2765,-630,155,-330,223,-4699
258,2777,-791,131,-597,408,-4128
259,2850,-981,111,-643,616,-3848
260,2710,-969,112,-513,842,-3859
261,2408,-676,142,-330,1009,-3904
262,2058,-259,173,-244,1050,-3730
263,1852,27,197,-323,1003,-3671
264,1723,23,193,-460,924,-3626
265,1585,-106,193,-457,806,-3543
266,1512,-85,219,-285,642,-3456
267,1400,125,237,-87,493,-3472
268,1279,377,251,14,350,-3468
269,1282,496,243,5,223,-3290
270,1313,447,206,-14,141,-3158
271,1245,459,169,32,113,-3327
272,1034,605,170,89,117,-3525
273,826,770,160,114,111,-3496
274,645,914,171,86,106,-3250
275,463,943,201,19,130,-3037
276,264,946,256,-38,173,-2993
277,2,1052,351,-100,228,-2993
278,-301,1130,462,-213,312,-2820
279,-612,1067,566,-331,429,-2426
280,-971,982,636,-401,582,-2018
281,-1392,960,722,-443,726,-1637
282,-1743,919,795,-483,801,-1004
283,-1922,855,835,-483,761,-143
284,-1893,768,816,-427,606,578
285,-1729,696,779,-304,382,1101
286,-1499,662,706,-107,133,1732
287,-1227,704,616,96,-129,2285
288,-954,788,535,212,-395,2440
289,-700,797,484,231,-633,2527
290,-405,672,417,245,-805,2899
291,-79,505,330,344,-890,3395
292,117,553,302,472,-944,3499
293,334,658,305,481,-1029,3323
294,672,451,270,424,-1111,3702
295,1035,144,229,502,-1130,4259
296,1438,77,193,690,-1102,4358
297,1786,187,175,813,-1025,4181
298,1930,204,167,794,-898,3937
299,2016,62,113,752,-775,3951
300,2325,-63,31,752,-689,4192
301,2606,-73,-1,708,-555,4065
302,2576,24,53,556,-359,3456
303,2440,-163,31,366,-167,3355
304,2517,-454,8,280,-46,4325
305,2599,-663,47,253,79,4599
306,2527,-897,92,206,273,3686
307,2366,-1133,85,207,413,3797
308,2220,-1310,81,314,391,4827
309,2121,-1332,120,395,314,4747
310,2086,-1391,141,310,269,4096
311,2103,-1597,126,109,237,4204
312,2147,-1850,92,-83,223,4784
313,2134,-1854,85,-237,277,4755
314,2089,-1790,112,-432,437,3920
315,2054,-1861,116,-693,688,3300
316,2038,-2132,158,-948,967,3434
317,1981,-2386,215,-1078,1208,3447
318,1881,-2517,307,-1024,1364,2729
319,1744,-2559,440,-845,1398,1797
320,1583,-2596,604,-632,1297,1130
321,1455,-2613,740,-415,1065,697
322,1394,-2518,870,-181,706,304
323,1396,-2328,982,29,256,-370
324,1484,-2181,1023,157,-220,-1187
325,1640,-2151,958,220,-641,-1865
326,1838,-2238,818,277,-951,-2447
327,2085,-2285,665,383,-1132,-2955
328,2329,-2242,546,515,-1166,-3328
329,2517,-2159,437,598,-1055,-3636
330,2629,-2055,314,604,-832,-3915
331,2622,-1937,195,566,-570,-4076
332,2571,-1863,77,504,-341,-3968
333,2526,-1802,11,433,-188,-3624
334,2461,-1657,27,372,-78,-3616
335,2390,-1444,85,309,41,-4028
336,2349,-1361,109,251,187,-4229
337,2393,-1398,106,240,333,-3690
338,2386,-1374,78,332,438,-3243
339,2331,-1010,97,385,453,-3503
340,2192,-557,122,226,404,-4066
341,1956,-290,90,-76,356,-4648
342,1757,-206,59,-334,310,-4866
343,1731,-208,44,-466,287,-4522
344,1680,-229,62,-461,307,-4071
345,1484,-127,94,-378,297,-4113
346,1239,151,141,-323,189,-4266
347,1130,389,144,-350,39,-4188
348,1020,557,148,-446,-43,-4082
349,858,539,165,-552,-81,-3797
350,755,354,176,-517,-134,-3326
351,688,388,217,-309,-200,-3081
352,555,667,271,-113,-249,-3075
353,355,899,351,-39,-271,-2891
354,151,1002,453,-26,-266,-2465
355,-21,1045,563,-17,-239,-2081
356,-206,1096,655,-15,-174,-2004
357,-514,1250,758,-58,-18,-2257
358,-860,1383,853,-182,239,-2250
359,-1154,1331,898,-358,555,-1634
360,-1348,1145,897,-486,866,-815
361,-1433,987,842,-482,1113,36
362,-1442,902,767,-381,1239,878
363,-1406,853,706,-236,1225,1568
364,-1322,861,642,-80,1082,2229
365,-1195,905,590,15,827,2770
366,-1028,866,529,-7,489,2997
367,-818,690,431,-68,113,3164
368,-572,470,350,-79,-267,3382
369,-276,251,268,-16,-615,3424
370,77,92,186,111,-909,3454
371,446,-58,131,269,-1100,3675
372,891,-277,90,455,-1199,4093
373,1439,-478,13,693,-1259,4565
374,1862,-476,-60,933,-1316,4769
375,2218,-246,-98,1036,-1320,4312
376,2684,-130,-111,889,-1141,3772
377,3080,-379,-154,645,-745,4000
378,3103,-579,-169,563,-289,4420
379,2944,-352,-93,517,80,4115
380,2927,-349,-33,235,392,3670
381,2809,-667,-28,-104,681,3948
382,2522,-995,7,-250,841,4689
383,2264,-1117,80,-291,823,5132
384,2137,-1178,196,-399,669,4918
385,2083,-1308,285,-598,480,4356
386,2064,-1625,277,-826,306,4663
387,2011,-1934,223,-1003,177,5834
388,1997,-2264,188,-1125,125,6473
389,2041,-2544,216,-1116,144,5401
390,2020,-2630,263,-941,221,3213
391,1917,-2565,261,-765,342,2317
392,1800,-2584,253,-666,488,3069
393,1695,-2695,278,-519,587,3548
394,1580,-2654,365,-244,575,2379
395,1461,-2413,468,-12,455,751
396,1360,-2245,492,6,268,431
397,1322,-2269,483,-134,32,860
398,1403,-2329,504,-260,-258,295
399,1572,-2359,514,-289,-596,-1581
400,1800,-2492,418,-261,-942,-3405
401,2113,-2689,255,-134,-1194,-4213
402,2518,-2700,158,124,-1271,-4208
403,2847,-2450,104,426,-1141,-4483
404,3001,-1996,60,563,-843,-5139
405,3102,-1800,-1,429,-492,-5311
406,3194,-1853,-64,241,-159,-5072
407,3180,-1793,-74,168,143,-4822
408,3050,-1649,-76,155,393,-4868
409,2817,-1358,-60,191,580,-5112
410,2577,-1011,-37,207,722,-5133
411,2412,-871,-27,186,839,-5079
412,2227,-578,1,194,954,-5148
413,1925,-141,43,92,1026,-5096
414,1686,-22,75,-172,971,-4633
415,1626,-273,62,-352,812,-4222
416,1663,-351,68,-323,608,-4152
417,1659,-215,81,-242,412,-4194
418,1606,-6,86,-211,252,-4142
419,1602,75,76,-229,123,-3964
420,1492,195,71,-243,25,-4068
421,1338,335,75,-263,-61,-4224
422,1178,430,81,-276,-112,-4090
423,980,613,103,-273,-136,-3912
424,775,783,135,-344,-126,-3967
425,589,798,163,-473,-51,-3870
426,393,755,221,-557,108,-3522
427,163,735,324,-571,348,-3053
428,-169,776,464,-557,633,-2624
429,-589,850,576,-576,894,-2283
430,-1044,926,660,-658,1097,-1989
431,-1486,873,696,-776,1235,-1633
432,-1865,754,709,-850,1283,-1233
433,-2118,649,687,-801,1247,-669
434,-2238,648,680,-624,1120,215
435,-2191,678,654,-372,894,1276
436,-2007,715,597,-103,568,2266
437,-1764,792,525,101,136,2745
438,-1502,879,459,171,-371,2710
439,-1194,841,390,140,-862,2650
440,-801,589,297,142,-1223,2965
441,-386,309,213,287,-1438,3431
442,-91,310,166,514,-1566,3473
443,128,431,141,646,-1650,3250
444,392,345,115,679,-1664,3496
445,821,-22,30,765,-1614,4248
446,1293,-166,-41,996,-1533,4723
447,1612,-11,-74,1167,-1422,4506
448,1858,101,-121,1160,-1246,4304
449,2205,-41,-207,1054,-1023,4511
450,2719,-231,-301,946,-780,4599
451,3068,-198,-325,827,-457,4122
452,3055,-182,-271,634,26,3524
453,3010,-328,-244,475,573,3733
454,3061,-515,-206,404,1019,4263
455,3006,-563,-110,311,1347,4212
456,2691,-426,25,122,1517,4145
457,2342,-345,162,-228,1502,4096
458,2158,-601,266,-687,1358,3852
459,2077,-1239,296,-1047,1143,3900
460,2041,-1938,322,-1053,852,4494
461,2010,-2087,408,-736,473,4824
462,2019,-1827,498,-503,47,4184
463,2118,-1793,532,-531,-321,3409
464,2318,-2157,535,-564,-545,3369
465,2532,-2454,544,-365,-609,3618
466,2715,-2427,596,-19,-577,3238
467,2849,-2017,688,270,-476,1996
468,2906,-1538,789,319,-294,839
469,2894,-1399,799,135,-41,328
470,2903,-1520,801,-39,220,140
471,2861,-1789,771,-65,429,-434
472,2750,-2040,728,13,577,-1412
473,2676,-2165,676,171,635,-2123
474,2621,-2070,633,397,611,-2610
475,2500,-1735,563,519,523,-3295
476,2406,-1415,504,417,351,-3652
477,2467,-1484,444,189,108,-3610
478,2618,-1654,404,55,-135,-3826
479,2704,-1660,391,73,-317,-4104
480,2724,-1543,367,184,-408,-3978
481,2747,-1355,354,290,-423,-3730
482,2712,-1163,316,305,-413,-3786
483,2629,-984,253,243,-426,-4043
484,2544,-823,207,162,-453,-4165
485,2517,-742,161,95,-430,-4183
486,2456,-602,137,73,-289,-4297
487,2268,-321,138,16,-20,-4563
488,2027,-150,133,-154,285,-4429
489,1832,-238,101,-337,549,-3996
490,1671,-314,78,-390,724,-3638
491,1443,-174,77,-352,815,-3690
492,1178,109,90,-390,830,-3965
493,961,278,124,-541,777,-4010
494,925,154,157,-656,648,-3457
495,886,-4,191,-551,452,-3010
496,687,165,237,-283,226,-3446
497,387,653,338,-88,-6,-3868
498,189,932,427,-80,-197,-3640
