sequence,ax,ay,az,gx,gy,gz
54,-2896,-801,-41,378,272,592
55,-2969,-828,-67,253,247,939
56,-3061,-914,-100,105,100,1271
57,-3060,-1003,-105,-55,-152,1371
58,-3037,-1143,-160,-227,-401,1289
59,-2990,-1285,-185,-375,-581,1181
60,-2882,-1391,-130,-458,-687,1116
61,-2784,-1517,-73,-469,-718,1199
62,-2775,-1697,-85,-403,-672,1500
63,-2756,-1821,-86,-285,-567,1925
64,-2695,-1874,-56,-131,-445,2131
65,-2694,-1870,-62,17,-348,2200
66,-2643,-1761,-21,109,-292,2254
67,-2611,-1641,20,146,-255,2171
68,-2629,-1556,31,123,-244,2208
69,-2638,-1518,60,59,-276,2311
70,-2649,-1500,77,-1,-360,2243
71,-2617,-1471,81,-50,-503,2139
72,-2532,-1401,106,-83,-665,2009
73,-2460,-1343,122,-106,-805,1838
74,-2361,-1280,141,-113,-919,1784
75,-2191,-1213,177,-87,-1021,1724
76,-2081,-1142,171,-35,-1096,1625
77,-1964,-1005,178,24,-1118,1499
78,-1851,-855,204,69,-1059,1366
79,-1836,-737,210,92,-931,1369
80,-1812,-618,225,105,-819,1461
81,-1720,-529,270,112,-763,1498
82,-1616,-510,294,115,-724,1455
83,-1550,-521,288,119,-668,1445
84,-1466,-491,308,142,-599,1367
85,-1378,-420,325,183,-531,1166
86,-1249,-337,355,213,-458,1035
87,-1097,-265,374,232,-356,1002
88,-992,-184,367,267,-224,960
89,-891,-118,345,304,-84,980
90,-779,-72,314,322,61,1070
91,-687,-5,284,327,190,1087
92,-626,88,279,337,292,938
93,-607,191,282,341,351,749
94,-603,324,288,315,342,647
95,-541,461,314,244,276,526
96,-454,532,327,117,211,241
97,-458,484,295,-48,191,-129
98,-488,372,271,-218,211,-451
99,-522,258,271,-360,261,-690
100,-566,116,263,-459,325,-843
101,-616,-59,255,-498,396,-938
102,-691,-217,244,-473,475,-1062
103,-787,-333,210,-403,563,-1161
104,-926,-436,170,-320,648,-1165
105,-1020,-486,170,-239,709,-1232
106,-1113,-558,182,-168,762,-1423
107,-1301,-693,166,-130,842,-1480
108,-1483,-811,152,-112,915,-1487
109,-1664,-905,146,-61,945,-1708
110,-1918,-992,86,-10,933,-1832
111,-2124,-1031,46,5,849,-1662
112,-2203,-982,110,13,715,-1768
113,-2327,-961,114,25,581,-2276
114,-2500,-1008,47,-32,445,-2321
115,-2435,-1024,99,-147,319,-2006
116,-2270,-1104,210,-252,284,-2128
117,-2357,-1342,170,-353,371,-2302
118,-2511,-1587,112,-435,526,-2194
119,-2508,-1761,141,-443,717,-2069
120,-2553,-1944,94,-358,899,-1922
121,-2580,-2063,48,-192,991,-1687
122,-2621,-2090,75,47,1030,-1752
123,-2757,-2055,-7,314,1081,-1848
124,-2808,-1935,-50,531,1121,-1552
125,-2839,-1721,-70,684,1121,-1240
126,-2797,-1567,-47,749,1060,-1220
127,-2760,-1551,-43,704,957,-1123
128,-2872,-1542,-125,633,817,-956
129,-2894,-1472,-168,613,622,-1149
130,-2770,-1400,-122,587,402,-1316
131,-2684,-1392,-110,520,197,-1120
132,-2667,-1362,-184,470,5,-906
133,-2484,-1264,-138,425,-174,-961
134,-2284,-1229,-123,331,-318,-924
135,-2133,-1332,-136,192,-409,-631
136,-2194,-1445,-228,90,-415,-450
137,-2288,-1411,-287,89,-367,-733
138,-2284,-1307,-227,135,-274,-1137
139,-2397,-1230,-228,199,-108,-1187
140,-2553,-1147,-270,283,93,-843
141,-2629,-1055,-249,370,247,-375
142,-2674,-967,-257,426,291,144
143,-2677,-894,-265,407,222,690
144,-2757,-879,-279,290,108,1135
145,-2923,-872,-311,111,-59,1248
146,-3029,-852,-318,-128,-314,1109
147,-3042,-932,-310,-432,-603,968
148,-3033,-1149,-338,-707,-845,868
149,-2973,-1398,-339,-864,-1029,908
150,-2855,-1576,-291,-891,-1123,1093
151,-2762,-1760,-274,-814,-1091,1346
152,-2698,-1928,-270,-660,-949,1722
153,-2665,-2012,-251,-444,-735,2042
154,-2627,-1998,-210,-221,-516,2196
155,-2619,-1921,-174,-46,-346,2290
156,-2642,-1844,-152,37,-206,2487
157,-2646,-1743,-93,44,-60,2608
158,-2685,-1631,-51,14,60,2489
159,-2770,-1544,-24,-48,93,2373
160,-2839,-1488,-11,-127,15,2377
161,-2827,-1437,5,-203,-144,2359
162,-2763,-1375,16,-271,-349,2237
163,-2596,-1333,41,-340,-583,2143
164,-2389,-1339,72,-396,-799,2095
165,-2183,-1343,81,-405,-945,1925
166,-2014,-1299,99,-358,-1005,1691
167,-1905,-1187,115,-269,-990,1561
168,-1742,-1035,173,-164,-933,1566
169,-1578,-906,224,-61,-852,1633
170,-1447,-793,250,22,-762,1733
171,-1336,-668,268,75,-666,1736
172,-1267,-542,289,97,-549,1625
173,-1205,-407,324,88,-427,1499
174,-1122,-309,370,56,-324,1404
175,-1084,-256,383,8,-249,1397
176,-1006,-206,407,-34,-215,1335
177,-950,-209,385,-55,-217,1161
178,-907,-217,341,-69,-234,1050
179,-783,-159,354,-74,-277,902
180,-658,-83,368,-59,-360,649
181,-544,-33,351,-31,-481,462
182,-448,-4,326,3,-586,260
183,-365,29,284,40,-642,-91
184,-270,89,251,74,-653,-497
185,-213,124,226,93,-617,-802
186,-212,91,197,80,-530,-891
187,-247,24,156,48,-387,-886
188,-290,-31,138,3,-194,-991
189,-337,-95,149,-47,32,-1249
190,-440,-213,151,-100,286,-1439
191,-626,-366,138,-150,556,-1496
192,-825,-513,116,-179,819,-1544
193,-1030,-656,109,-171,1040,-1664
194,-1299,-822,92,-138,1202,-1753
195,-1602,-998,55,-75,1280,-1746
196,-1866,-1089,51,15,1249,-1764
197,-2048,-1125,96,109,1124,-1883
198,-2230,-1186,100,167,989,-1973
199,-2448,-1235,60,161,884,-1905
200,-2533,-1205,92,106,774,-1976
201,-2582,-1203,115,1,662,-2230
202,-2565,-1210,156,-155,578,-2318
203,-2579,-1241,172,-312,556,-2448
204,-2611,-1345,151,-463,539,-2455
205,-2599,-1495,145,-578,469,-2237
206,-2508,-1642,153,-620,420,-2195
207,-2431,-1816,125,-622,459,-2235
208,-2463,-1968,84,-596,573,-2042
209,-2552,-2012,86,-488,700,-1902
210,-2622,-1986,135,-314,789,-1902
211,-2587,-1966,188,-129,856,-1797
212,-2617,-2006,154,37,940,-1534
213,-2688,-1955,95,197,1018,-1284
214,-2795,-1830,41,359,1038,-1259
215,-2810,-1706,14,482,980,-1175
216,-2718,-1624,9,518,872,-874
217,-2642,-1590,-21,492,737,-610
218,-2660,-1530,-81,466,567,-678
219,-2633,-1435,-80,437,355,-893
220,-2570,-1386,-70,378,159,-853
221,-2442,-1453,-64,299,22,-608
222,-2425,-1591,-137,250,-36,-381
223,-2521,-1575,-218,289,-4,-559
224,-2607,-1483,-219,384,73,-898
225,-2708,-1365,-228,502,123,-711
226,-2734,-1206,-255,629,98,-151
227,-2674,-1050,-277,698,15,418
228,-2620,-940,-305,654,-90,856
229,-2646,-895,-350,493,-201,1105
230,-2724,-874,-376,257,-324,1118
231,-2790,-843,-367,-9,-492,972
232,-2780,-869,-335,-278,-707,866
233,-2794,-1018,-348,-506,-892,969
234,-2827,-1224,-368,-655,-974,1144
235,-2822,-1439,-368,-717,-943,1345
236,-2735,-1652,-354,-695,-846,1624
237,-2662,-1821,-347,-596,-707,1935
238,-2629,-1914,-272,-442,-524,2129
239,-2687,-1942,-215,-275,-327,2262
240,-2704,-1905,-170,-151,-183,2402
241,-2689,-1799,-120,-89,-102,2434
242,-2687,-1689,-62,-92,-66,2420
243,-2702,-1608,-27,-162,-73,2437
244,-2670,-1568,10,-271,-111,2386
245,-2623,-1574,29,-361,-192,2249
246,-2616,-1596,25,-411,-321,2161
247,-2577,-1557,29,-410,-475,2060
248,-2423,-1465,55,-357,-628,1867
249,-2254,-1363,88,-281,-737,1782
250,-2176,-1286,91,-198,-779,1812
251,-2171,-1214,76,-104,-799,1918
252,-2063,-1075,122,-14,-837,1991
253,-1978,-908,151,57,-834,1882
254,-1938,-746,148,93,-764,1702
255,-1831,-613,195,85,-649,1614
256,-1694,-532,238,51,-531,1643
257,-1535,-505,274,22,-450,1687
258,-1406,-509,277,17,-397,1717
259,-1291,-518,270,38,-338,1773
260,-1196,-474,237,87,-280,1757
261,-1037,-352,257,166,-240,1488
262,-923,-228,279,245,-199,1126
263,-897,-116,273,285,-158,1009
264,-835,12,270,284,-159,1042
265,-710,147,291,262,-232,949
266,-560,221,306,215,-348,714
267,-410,248,313,147,-461,444
268,-323,261,323,79,-527,183
269,-284,277,326,21,-564,-101
270,-255,290,324,-38,-581,-390
271,-242,279,315,-118,-554,-611
272,-231,214,322,-206,-478,-764
273,-252,103,324,-266,-348,-989
274,-324,-18,317,-287,-179,-1323
275,-452,-129,312,-280,22,-1585
276,-594,-242,313,-268,253,-1624
277,-708,-352,316,-244,499,-1564
278,-869,-479,312,-195,725,-1613
279,-1111,-624,295,-133,900,-1656
280,-1366,-752,273,-72,1007,-1590
281,-1570,-843,272,-1,1024,-1611
282,-1743,-923,277,75,982,-1768
283,-1954,-972,253,138,912,-1867
284,-2108,-995,256,161,823,-1835
285,-2255,-1033,281,136,746,-1864
286,-2418,-1099,262,95,667,-1982
287,-2537,-1163,230,49,577,-2048
288,-2618,-1207,201,-6,501,-2111
289,-2633,-1235,198,-65,428,-2240
290,-2594,-1308,195,-133,360,-2310
291,-2571,-1452,181,-216,339,-2183
292,-2623,-1562,135,-266,389,-2073
293,-2610,-1600,122,-259,478,-2163
294,-2524,-1688,142,-215,547,-2218
295,-2608,-1772,104,-154,591,-1866
296,-2675,-1786,79,-46,625,-1636
297,-2543,-1842,118,65,644,-1615
298,-2439,-1990,109,133,645,-1206
299,-2572,-2030,-13,233,678,-994
300,-2744,-1904,-61,374,734,-1479
301,-2694,-1685,17,495,698,-1844
302,-2489,-1496,95,550,551,-1529
303,-2324,-1460,96,514,407,-950
304,-2406,-1487,37,425,345,-890
305,-2575,-1477,-16,345,318,-1254
306,-2586,-1435,-18,297,238,-1390
307,-2487,-1400,-10,265,90,-1201
308,-2382,-1443,-55,235,-75,-905
309,-2286,-1510,-157,203,-190,-712
310,-2262,-1521,-229,171,-186,-723
311,-2295,-1388,-231,165,-43,-928
312,-2370,-1224,-192,206,176,-1105
313,-2476,-1107,-196,295,370,-784
314,-2535,-992,-228,395,454,-50
315,-2521,-883,-255,449,436,564
316,-2567,-790,-266,390,359,832
317,-2651,-775,-273,213,228,1011
318,-2738,-825,-275,-29,29,1285
319,-2827,-895,-245,-333,-224,1398
320,-2897,-1011,-281,-672,-482,1165
321,-2864,-1244,-352,-980,-698,916
322,-2764,-1502,-332,-1163,-817,900
323,-2745,-1733,-288,-1192,-828,976
324,-2731,-1972,-265,-1095,-779,1218
325,-2663,-2133,-243,-891,-707,1651
326,-2575,-2174,-187,-603,-624,2006
327,-2547,-2090,-177,-314,-518,2197
328,-2490,-1940,-128,-134,-394,2227
329,-2413,-1795,-52,-78,-274,2202
330,-2388,-1696,-12,-108,-171,2238
331,-2437,-1656,-3,-174,-101,2263
332,-2487,-1622,0,-232,-95,2210
333,-2539,-1596,8,-264,-164,2160
334,-2591,-1556,17,-280,-288,2132
335,-2596,-1504,40,-292,-447,2014
336,-2579,-1423,54,-292,-614,1835
337,-2497,-1302,81,-273,-763,1657
338,-2469,-1151,62,-247,-851,1482
339,-2442,-979,43,-230,-906,1485
340,-2274,-845,97,-232,-971,1641
341,-2053,-803,160,-254,-1007,1706
342,-1922,-851,166,-295,-956,1760
343,-1813,-948,182,-337,-825,1951
344,-1656,-1000,226,-324,-657,1948
345,-1502,-1055,260,-251,-481,1682
346,-1358,-1106,306,-147,-318,1546
347,-1269,-1077,315,7,-202,1521
348,-1253,-936,266,232,-176,1357
349,-1178,-728,256,456,-217,1162
350,-1099,-492,254,608,-259,1051
351,-1028,-275,238,673,-301,986
352,-877,-76,275,664,-361,900
353,-676,112,331,598,-436,806
354,-509,211,347,480,-508,680
355,-454,215,298,331,-541,412
356,-407,201,256,184,-536,68
357,-306,216,251,83,-513,-266
358,-231,237,245,32,-463,-561
359,-233,212,229,-3,-370,-813
360,-273,155,204,-50,-226,-966
361,-312,112,201,-106,-29,-1053
362,-400,12,195,-159,205,-1111
363,-556,-159,164,-210,440,-1092
364,-704,-305,137,-244,641,-1075
365,-835,-424,130,-257,809,-1193
366,-1021,-567,117,-262,947,-1372
367,-1201,-714,99,-251,1032,-1513
368,-1383,-866,65,-208,1091,-1664
369,-1607,-997,1,-149,1143,-1730
370,-1813,-1083,-29,-95,1156,-1660
371,-1952,-1169,-33,-43,1108,-1657
372,-2066,-1254,-25,1,1029,-1717
373,-2246,-1333,-47,46,965,-1908
374,-2450,-1380,-116,83,914,-2062
375,-2550,-1321,-129,100,854,-2108
376,-2551,-1242,-74,104,778,-2275
377,-2540,-1294,-37,48,679,-2162
378,-2561,-1417,-44,-54,587,-1778
379,-2539,-1553,-55,-127,535,-1841
380,-2483,-1701,-49,-179,532,-2096
381,-2489,-1849,-68,-211,569,-2057
382,-2520,-1890,-72,-156,613,-2043
383,-2420,-1907,-32,-14,659,-2156
384,-2353,-2020,-77,140,765,-1837
385,-2413,-2059,-173,312,931,-1362
386,-2506,-1969,-237,519,1082,-1345
387,-2458,-1851,-232,680,1135,-1381
388,-2366,-1771,-204,739,1097,-1037
389,-2465,-1702,-267,750,1014,-754
390,-2483,-1596,-249,755,861,-931
391,-2475,-1516,-228,710,662,-1027
392,-2425,-1524,-243,617,434,-873
393,-2370,-1607,-286,516,210,-815
394,-2415,-1677,-357,434,-24,-935
395,-2437,-1641,-397,377,-315,-1133
396,-2310,-1527,-362,296,-638,-1273
397,-2264,-1484,-378,187,-877,-1303
398,-2325,-1498,-414,99,-921,-1336
399,-2342,-1456,-398,49,-729,-1335
400,-2329,-1371,-344,23,-401,-1145
401,-2321,-1269,-306,29,-61,-769
402,-2325,-1203,-307,74,192,-314
403,-2356,-1194,-331,150,298,330
404,-2428,-1238,-371,219,250,1122
405,-2535,-1293,-427,228,68,1689
406,-2552,-1292,-450,128,-216,1759
407,-2489,-1256,-439,-102,-541,1461
408,-2425,-1229,-399,-418,-838,1052
409,-2391,-1280,-390,-735,-1069,641
410,-2316,-1448,-397,-977,-1223,459
411,-2210,-1689,-344,-1093,-1260,591
412,-2212,-1961,-309,-1067,-1140,979
413,-2250,-2164,-285,-902,-922,1405
414,-2298,-2262,-266,-628,-698,1661
415,-2348,-2251,-241,-320,-519,1830
416,-2369,-2109,-200,-58,-386,1951
417,-2425,-1937,-176,105,-277,2007
418,-2484,-1758,-174,147,-216,2129
419,-2449,-1600,-147,86,-209,2178
420,-2415,-1517,-131,-45,-231,2128
421,-2425,-1517,-123,-205,-251,2112
422,-2441,-1544,-124,-342,-275,2068
423,-2407,-1576,-124,-431,-346,2034
424,-2286,-1610,-98,-472,-472,2112
425,-2180,-1640,-72,-456,-594,2112
426,-2116,-1617,-54,-394,-672,1900
427,-2063,-1535,-27,-319,-703,1642
428,-1988,-1399,21,-251,-716,1494
429,-1935,-1249,65,-185,-737,1398
430,-1860,-1127,118,-127,-768,1329
431,-1789,-1057,148,-88,-753,1358
432,-1718,-986,162,-60,-673,1399
433,-1598,-895,193,-13,-564,1298
434,-1557,-804,220,54,-452,1162
435,-1570,-701,261,113,-341,1175
436,-1577,-593,316,151,-217,1245
437,-1570,-492,362,170,-87,1268
438,-1617,-434,360,179,5,1225
439,-1680,-413,335,172,27,1253
440,-1666,-357,350,163,-34,1287
441,-1608,-305,370,176,-170,1104
442,-1532,-269,354,191,-355,945
443,-1380,-231,346,195,-579,1030
444,-1173,-236,322,205,-841,1128
445,-927,-263,279,235,-1097,1057
446,-695,-265,224,272,-1285,808
447,-476,-206,195,308,-1368,407
448,-282,-108,194,336,-1353,-70
449,-142,-7,197,345,-1253,-527
450,-63,71,189,330,-1081,-858
451,-58,99,183,266,-841,-981
452,-93,75,177,151,-534,-983
453,-134,3,176,16,-180,-1012
454,-207,-85,184,-116,198,-1130
455,-349,-196,189,-236,569,-1271
456,-552,-347,182,-337,898,-1331
457,-772,-539,163,-413,1161,-1326
458,-1021,-762,104,-450,1349,-1344
459,-1254,-975,57,-434,1463,-1471
460,-1461,-1191,56,-367,1525,-1714
461,-1702,-1375,14,-267,1563,-1887
462,-1962,-1497,-35,-165,1576,-1882
463,-2208,-1566,-34,-79,1545,-1832
464,-2387,-1570,3,-2,1432,-1874
465,-2544,-1560,32,58,1241,-2066
466,-2725,-1571,-12,73,1037,-2287
467,-2822,-1536,-38,44,857,-2359
468,-2759,-1542,-16,-16,704,-2282
469,-2671,-1652,-2,-107,612,-2097
470,-2658,-1799,-18,-191,592,-1994
471,-2636,-1931,-41,-225,624,-2143
472,-2596,-2041,-68,-206,687,-2212
473,-2609,-2060,-92,-121,764,-2061
474,-2634,-2000,-92,42,835,-1942
475,-2610,-1943,-85,234,904,-1767
476,-2605,-1882,-115,404,990,-1383
477,-2707,-1756,-195,549,1071,-1064
478,-2755,-1596,-223,652,1111,-1048
479,-2717,-1474,-222,678,1096,-1049
480,-2647,-1418,-214,625,1031,-804
481,-2711,-1401,-293,563,937,-533
482,-2706,-1374,-345,525,799,-438
483,-2535,-1346,-315,485,633,-393
484,-2340,-1359,-307,418,457,-187
485,-2201,-1439,-354,337,275,111
486,-2154,-1484,-426,273,116,135
487,-2074,-1401,-433,230,-9,-198
488,-1916,-1303,-392,165,-100,-428
489,-1768,-1288,-391,67,-143,-241
490,-1623,-1360,-419,-28,-123,53
491,-1516,-1460,-449,-77,-43,182
492,-1508,-1533,-482,-61,74,230
493,-1595,-1498,-521,23,199,228
494,-1651,-1399,-516,135,278,175
495,-1636,-1323,-492,216,288,294
496,-1619,-1281,-489,239,251,641
497,-1590,-1264,-489,204,200,941
498,-1627,-1248,-487,131,164,993
