sequence,ax,ay,az,gx,gy,gz
216,617,2408,618,-909,124,-222
217,537,2468,637,-780,329,-144
218,445,2570,649,-573,452,-281
219,385,2710,610,-278,480,-347
220,315,2824,541,114,433,-210
221,209,2849,464,493,355,45
222,99,2926,409,733,292,181
223,2,3016,352,798,258,199
224,-116,2973,305,765,221,261
225,-201,2912,245,764,112,298
226,-175,2952,168,827,-89,332
227,-62,3004,109,866,-309,371
228,73,2987,68,825,-474,408
229,164,2861,39,749,-588,414
230,252,2684,10,698,-685,322
231,382,2495,-33,701,-742,344
232,546,2403,-82,760,-730,544
233,729,2491,-97,781,-642,591
234,858,2556,-49,630,-471,286
235,826,2347,-17,349,-219,0
236,720,2061,9,155,28,74
237,608,1833,67,109,216,218
238,506,1683,101,172,331,237
239,464,1645,88,282,382,248
240,494,1722,66,365,416,308
241,542,1830,65,338,481,416
242,549,1860,73,200,574,477
243,520,1838,60,33,658,457
244,456,1736,44,-81,694,458
245,362,1586,38,-133,672,564
246,265,1449,-2,-118,594,714
247,228,1451,-16,-58,474,845
248,253,1568,3,-82,345,964
249,305,1664,22,-223,224,810
250,333,1677,4,-419,136,341
251,325,1632,-19,-628,103,-129
252,270,1500,-22,-778,112,-202
253,245,1354,-4,-816,135,-44
254,221,1239,45,-801,182,-130
255,144,1118,69,-760,272,-444
256,83,1073,90,-658,411,-512
257,-21,988,94,-524,579,-213
258,-180,877,67,-350,718,31
259,-327,842,26,-141,762,231
260,-391,961,18,41,671,463
261,-335,1203,70,116,462,595
262,-284,1268,114,84,183,487
263,-269,1167,140,39,-111,92
264,-283,996,148,44,-386,-160
265,-286,893,154,111,-611,-157
266,-257,881,171,205,-773,17
267,-224,893,202,270,-891,260
268,-86,983,239,290,-993,291
269,119,1068,270,295,-1063,142
270,237,1072,255,326,-1080,-89
271,315,1110,234,346,-1010,-206
272,454,1285,228,336,-867,-178
273,652,1443,197,370,-714,-96
274,803,1521,160,439,-559,-170
275,861,1659,111,472,-361,-497
276,891,1860,67,399,-114,-663
277,930,2020,-23,240,127,-649
278,926,2067,-94,125,292,-610
279,876,2115,-117,85,401,-703
280,794,2307,-57,17,513,-966
281,644,2469,9,-108,601,-1011
282,480,2471,75,-221,598,-769
283,348,2360,134,-292,514,-509
284,252,2330,180,-339,379,-524
285,170,2465,218,-364,201,-765
286,102,2614,257,-373,-16,-739
287,128,2712,276,-426,-218,-532
288,218,2768,290,-581,-353,-447
289,272,2737,271,-823,-397,-500
290,256,2622,242,-1029,-380,-558
291,260,2635,227,-1082,-350,-565
292,290,2796,229,-997,-320,-473
293,320,2985,239,-836,-275,-317
294,375,3145,252,-634,-206,-112
295,384,3220,237,-367,-122,43
296,313,3163,206,0,-43,104
297,208,3065,142,440,33,135
298,129,3082,91,833,110,199
299,111,3216,53,1061,188,246
300,90,3255,32,1142,251,280
301,77,3215,5,1154,293,442
302,101,3227,4,1130,306,534
303,39,3147,25,1009,293,415
304,-108,2871,28,864,211,385
305,-141,2578,1,866,8,669
306,29,2447,-56,987,-266,821
307,243,2473,-90,1053,-478,539
308,308,2429,-86,967,-571,369
309,378,2305,-60,813,-599,574
310,499,2159,-40,646,-578,718
311,613,2083,-22,483,-492,549
312,617,1943,-39,316,-353,265
313,527,1669,-87,195,-206,221
314,514,1488,-129,197,-87,446
315,562,1524,-112,283,40,534
316,575,1645,-117,340,185,408
317,523,1671,-166,318,326,412
318,493,1604,-230,264,434,622
319,482,1552,-263,216,508,743
320,468,1622,-250,110,574,554
321,419,1660,-248,-88,630,240
322,326,1533,-281,-250,615,216
323,275,1413,-296,-303,505,408
324,269,1403,-267,-323,361,310
325,274,1439,-224,-410,244,31
326,305,1465,-246,-521,137,5
327,397,1492,-282,-569,7,161
328,471,1569,-282,-610,-98,-74
329,457,1606,-205,-727,-122,-540
330,358,1500,-173,-898,-94,-552
331,263,1291,-161,-972,-105,-213
332,218,1067,-126,-939,-153,-65
333,154,863,-67,-874,-171,-381
334,33,678,-30,-772,-136,-785
335,-90,508,-40,-545,-104,-759
336,-112,445,-86,-145,-116,-370
337,-78,550,-116,359,-144,-88
338,-69,812,-108,754,-133,-64
339,-114,965,-89,898,-76,11
340,-160,1035,-261,881,-38,176
341,-135,1189,-445,938,-124,306
342,3,1408,-430,1014,-290,502
343,123,1591,-289,894,-360,440
344,81,1574,-246,585,-303,154
345,-8,1385,-383,320,-285,184
346,67,1267,-479,303,-409,332
347,283,1447,-367,406,-549,199
348,451,1795,-172,341,-515,-248
349,440,1875,-97,86,-357,-454
350,396,1656,-190,-139,-232,-94
351,429,1506,-275,-192,-161,148
352,503,1648,-211,-121,-86,-97
353,564,1825,-177,-54,13,-335
354,667,1986,-258,-33,122,-250
355,737,2178,-276,-17,234,-213
356,737,2416,-196,-99,378,-391
357,709,2498,-124,-316,525,-474
358,646,2376,-97,-574,629,-487
359,569,2319,-72,-736,681,-744
360,433,2310,-38,-810,698,-1051
361,230,2183,-6,-863,670,-1083
362,38,2060,22,-862,570,-838
363,-60,2115,71,-802,428,-329
364,-13,2306,115,-724,262,75
365,112,2594,182,-708,109,34
366,173,2753,235,-836,13,-147
367,217,2778,268,-1034,-27,-83
368,232,2721,283,-1179,-43,47
369,285,2729,272,-1218,-85,41
370,399,2839,235,-1167,-125,-199
371,486,3099,215,-1041,-119,-431
372,507,3333,213,-781,-135,-266
373,506,3298,190,-295,-232,74
374,513,3247,193,221,-289,131
375,450,3229,217,487,-182,-197
376,313,3079,227,522,58,-316
377,142,2844,228,562,283,53
378,-7,2740,234,711,374,359
379,-107,2750,229,883,324,383
380,-145,2794,229,986,186,446
381,-113,2801,229,1018,-4,649
382,2,2748,191,996,-202,881
383,181,2676,119,950,-385,995
384,348,2651,30,878,-526,767
385,422,2462,-43,739,-594,597
386,440,2135,-75,645,-635,734
387,495,1994,-70,672,-702,779
388,631,2076,-67,711,-767,554
389,761,2114,-70,633,-760,296
390,805,1923,-101,489,-659,223
391,831,1740,-113,423,-506,269
392,848,1689,-101,416,-327,170
393,811,1641,-104,395,-117,12
394,720,1527,-138,396,109,-3
395,605,1493,-190,479,312,91
396,539,1730,-213,573,457,110
397,466,1911,-231,521,554,82
398,379,1883,-264,315,614,182
399,323,1777,-289,99,613,345
400,315,1715,-296,-30,524,409
401,297,1694,-275,-136,389,168
402,267,1701,-299,-312,273,-138
403,260,1687,-354,-529,184,-104
404,323,1555,-393,-706,99,65
405,410,1451,-451,-803,52,-114
406,435,1398,-414,-826,95,-471
407,342,1260,-274,-838,251,-522
408,182,1003,-144,-833,463,-328
409,-21,697,-38,-741,664,-255
410,-250,421,6,-534,834,-267
411,-436,278,-9,-198,887,13
412,-524,297,-55,281,745,404
413,-485,564,-73,743,469,491
414,-376,928,-87,957,195,330
415,-315,1054,-112,903,-29,260
416,-279,906,-240,746,-215,352
417,-214,831,-511,717,-423,394
418,-16,1053,-661,842,-691,397
419,229,1366,-579,860,-884,356
420,314,1418,-385,597,-869,140
421,242,1186,-375,223,-721,-52
422,219,1005,-582,76,-646,47
423,334,1046,-679,234,-705,273
424,511,1389,-563,406,-738,169
425,613,1628,-470,330,-637,-84
426,673,1749,-549,124,-464,-170
427,765,1935,-559,-22,-305,-118
428,808,1969,-563,-144,-168,-99
429,826,2011,-581,-283,-29,-304
430,814,2165,-478,-450,131,-576
431,824,2260,-314,-665,319,-634
432,764,2082,-146,-829,503,-530
433,592,1821,-22,-866,649,-592
434,409,1819,57,-785,733,-824
435,257,2036,112,-647,752,-795
436,175,2293,151,-515,700,-301
437,141,2422,166,-486,606,190
438,140,2502,140,-590,489,179
439,185,2634,137,-752,343,-117
440,235,2645,125,-872,186,-199
441,274,2582,70,-882,24,-124
442,339,2711,12,-828,-136,-148
443,495,3078,-22,-827,-257,-34
444,682,3448,-53,-936,-290,76
445,757,3574,-112,-1081,-245,-86
446,751,3523,-168,-1076,-202,-304
447,746,3356,-189,-778,-189,-288
448,750,3090,-180,-216,-158,-91
449,744,2992,-110,358,-38,-43
450,685,3036,-32,708,176,-109
451,579,3063,18,838,422,-89
452,432,2999,45,859,604,43
453,254,2890,70,880,655,86
454,136,2827,89,933,573,289
455,101,2734,85,974,386,597
456,159,2670,42,956,147,698
457,222,2535,-38,872,-105,686
458,253,2316,-104,797,-369,742
459,345,2198,-132,739,-633,767
460,504,2177,-155,646,-850,615
461,674,2225,-184,488,-960,278
462,766,2183,-191,283,-938,-15
463,722,1964,-205,123,-812,-151
464,698,1782,-195,66,-616,50
465,693,1635,-171,70,-372,460
466,693,1554,-142,139,-141,574
467,676,1548,-125,247,37,453
468,644,1640,-116,289,204,371
469,571,1715,-126,238,366,358
470,492,1643,-153,200,434,552
471,460,1515,-149,209,420,734
472,482,1534,-140,182,401,575
473,447,1541,-207,121,375,286
474,397,1522,-299,72,308,246
475,412,1566,-320,25,213,396
476,459,1652,-351,-91,153,339
477,466,1683,-414,-238,118,100
478,457,1656,-422,-365,73,-3
479,430,1578,-365,-514,40,-19
480,347,1394,-310,-674,21,-119
481,226,1201,-248,-790,-4,-252
482,170,1105,-185,-818,-51,-262
483,132,994,-148,-747,-123,-210
484,61,853,-88,-650,-152,-385
485,-101,630,-34,-599,-107,-634
486,-260,392,-99,-473,-88,-632
487,-341,272,-212,-126,-182,-348
488,-291,397,-298,340,-352,-55
489,-147,703,-298,699,-503,87
490,-30,964,-368,825,-558,73
491,57,1142,-407,796,-551,40
492,71,1190,-311,660,-501,111
493,-2,1091,-304,458,-445,96
494,-71,978,-471,357,-491,-59
495,-21,1043,-486,440,-652,-90
496,109,1250,-337,492,-778,21
497,230,1422,-208,361,-779,1
498,266,1393,-247,130,-712,-43
